generation,leftchild,rightchild,abstime,betainit,betashift
0,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,0.5,0
1000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,1.20485,0
1000,Cavia_porcellus,NA,677.037,0.0178694,-0.0203993
1000,Mandrillus_leucophaeus,Nomascus_leucogenys,647.811,0.0593469,-0.0644184
1000,Callorhinchus_milii,Poecilia_reticulata,91.6147,0.0483841,0.0734824
2000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,5.7333,0
2000,Rhincodon_typus,NA,360.354,0.189161,-0.0239126
2000,Crocodylus_porosus,Alligator_sinensis,508.918,1.25109,0.117708
2000,Apteryx_mantelli_mantelli,Gallus_gallus,543.187,0.00489817,0.0273805
3000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,19.1745,0
3000,Rhincodon_typus,NA,348.199,0.123707,-0.0239126
3000,Latimeria_chalumnae,NA,363.823,0.6018,0.0683376
3000,Apteryx_mantelli_mantelli,Gallus_gallus,500.022,3.15076,0.000630538
3000,Apteryx_mantelli_mantelli,Gallus_gallus,571.857,0.0048531,0.0273805
3000,Acanthaster_planci,NA,567.681,0.18155,-0.0300021
3000,Strongylocentrotus_purpuratus,Acanthaster_planci,64.5252,0.247103,-0.0421633
4000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,19.1745,0
4000,Ciona_intestinalis,NA,432.652,0.00416953,0.00149881
4000,Poecilia_reticulata,Takifugu_rubripes,508.686,0.149708,0.0315651
4000,Thamnophis_sirtalis,Gekko_japonicus,479.776,0.18155,-0.0300021
4000,Acanthaster_planci,NA,315.48,0.107273,-0.0239126
4000,Apteryx_mantelli_mantelli,Gallus_gallus,553.364,0.0110951,0.0273805
4000,Pelodiscus_sinensis,NA,640.126,0.77141,0.0242968
4000,Thamnophis_sirtalis,Apteryx_mantelli_mantelli,374.762,0.46255,0.0360738
4000,Erinaceus_europaeus,NA,673.085,0.467421,0.0270711
4000,Ornithorhynchus_anatinus,NA,584.886,3.44984,0.0202008
4000,Branchiostoma_belcheri,Branchiostoma_floridae,4.96238,0.199655,0.00831083
4000,Strongylocentrotus_purpuratus,Acanthaster_planci,41.6709,0.192045,-0.0421633
5000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,19.1745,0
5000,Pelodiscus_sinensis,Terrapene_carolina_triunguis,470.886,0.229771,0.0315651
5000,Thamnophis_sirtalis,Anolis_carolinensis,495.168,0.23958,-0.0300021
5000,Apteryx_mantelli_mantelli,Gallus_gallus,560.183,0.0127811,0.0273805
5000,Erinaceus_europaeus,NA,654.531,1.67373,0.0470669
5000,Monodelphis_domestica,Sarcophilus_harrisii,536.328,2.32469,-0.0180008
5000,Erinaceus_europaeus,NA,674.93,1.08676,0.0270711
5000,Colobus_angolensis_palliatus,NA,672.329,0.582221,0.00592807
5000,Callorhinchus_milii,Poecilia_reticulata,123.399,3.09749,-0.00577766
5000,Branchiostoma_belcheri,Branchiostoma_floridae,0.270234,0.124307,-0.00382406
5000,Acanthaster_planci,NA,320.286,0.0971392,-0.0239126
5000,Strongylocentrotus_purpuratus,Acanthaster_planci,30.978,0.300015,-0.0421633
6000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,23.0392,0
6000,Ciona_intestinalis,NA,423.667,0.21008,0.0315651
6000,Python_bivittatus,NA,630.515,0.452133,-0.0298481
6000,Thamnophis_sirtalis,Gekko_japonicus,475.147,0.23958,-0.0300021
6000,Apteryx_mantelli_mantelli,Gallus_gallus,558.877,0.0143381,0.0273805
6000,Gorilla_gorilla_gorilla,Pan_troglodytes,668.308,0.179397,0.0430745
6000,Callorhinchus_milii,Poecilia_reticulata,116.796,2.71046,-0.00577766
6000,Branchiostoma_belcheri,Branchiostoma_floridae,9.66214,0.103579,-0.00382406
6000,Acanthaster_planci,NA,325.129,0.0680068,-0.0239126
6000,Strongylocentrotus_purpuratus,Acanthaster_planci,5.69695,0.507518,-0.0421633
7000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,39.581,0
7000,Rhincodon_typus,NA,592.018,1.38273,-0.0448278
7000,Python_bivittatus,NA,630.515,0.507421,-0.0298481
7000,Thamnophis_sirtalis,Gekko_japonicus,476.571,0.27707,-0.0300021
7000,Tinamus_guttatus,NA,619.648,0.193012,0.0430745
7000,Apteryx_mantelli_mantelli,Gallus_gallus,530.335,0.0153419,0.0273805
7000,Callorhinchus_milii,Poecilia_reticulata,89.7573,2.71046,-0.00577766
7000,Branchiostoma_belcheri,Branchiostoma_floridae,12.0878,0.148515,-0.00382406
7000,Acanthaster_planci,NA,488.91,1.34452,-0.0748687
7000,Strongylocentrotus_purpuratus,Acanthaster_planci,5.69695,0.367343,-0.0421633
8000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,39.581,0
8000,Ciona_intestinalis,NA,494.244,0.0599381,-0.00555355
8000,Thamnophis_sirtalis,Gekko_japonicus,482.836,0.673319,-0.0300021
8000,Callorhinchus_milii,Poecilia_reticulata,33.0313,0.822753,-0.00577766
8000,Branchiostoma_belcheri,Branchiostoma_floridae,18.1164,0.325073,-0.00382406
8000,Acanthaster_planci,NA,306.986,0.681282,0.0367385
8000,Strongylocentrotus_purpuratus,Acanthaster_planci,14.6281,0.304703,-0.0421633
9000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,42.3804,0
9000,Poecilia_reticulata,NA,646.431,0.440843,-0.0252226
9000,Anas_platyrhynchos,NA,673.15,2.47387,-0.0301463
9000,Callorhinchus_milii,Poecilia_reticulata,33.3107,0.882452,-0.00577766
9000,Branchiostoma_belcheri,Branchiostoma_floridae,4.00521,0.250607,-0.00382406
9000,Acanthaster_planci,NA,331.561,0.969942,0.00374777
9000,Strongylocentrotus_purpuratus,Acanthaster_planci,34.844,0.232624,-0.0421633
10000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,31.1739,0
10000,Crocodylus_porosus,NA,681.407,1.87637,-0.0301463
10000,Callorhinchus_milii,Poecilia_reticulata,16.3552,0.412643,-0.00577766
10000,Branchiostoma_belcheri,Branchiostoma_floridae,7.60551,0.391212,-0.00382406
10000,Acanthaster_planci,NA,253.737,0.809711,0.0134816
10000,Acanthaster_planci,NA,358.283,1.14291,0.00374777
10000,Strongylocentrotus_purpuratus,Acanthaster_planci,13.0949,0.259945,-0.0421633
11000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,21.1176,0
11000,Ciona_intestinalis,Callorhinchus_milii,3.25377,0.288217,-0.00577766
11000,Branchiostoma_belcheri,Branchiostoma_floridae,14.0762,0.268858,-0.00382406
11000,Acanthaster_planci,NA,237.029,0.843889,0.0134816
11000,Acanthaster_planci,NA,488.765,0.23024,-0.00567924
11000,Strongylocentrotus_purpuratus,Acanthaster_planci,68.6898,0.18774,-0.0421633
12000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,12.7208,-0.153918
12000,Callorhinchus_milii,Poecilia_reticulata,91.1376,0.0026899,0.0734824
12000,Callorhinchus_milii,NA,482.31,0.453508,-0.149808
12000,Branchiostoma_floridae,NA,602.215,1.26152,0.0297416
12000,Branchiostoma_belcheri,Branchiostoma_floridae,3.06697,0.027334,0.00831083
12000,Acanthaster_planci,NA,226.801,0.76662,-0.0781734
12000,Strongylocentrotus_purpuratus,Acanthaster_planci,68.7725,0.0734675,-0.0421633
13000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,8.44079,-0.168356
13000,Callorhinchus_milii,Poecilia_reticulata,83.1976,0.0030604,0.0734824
13000,Branchiostoma_belcheri,Branchiostoma_floridae,1.87453,0.0353113,0.0770485
13000,Acanthaster_planci,NA,227.917,1.25784,-0.0974472
13000,Strongylocentrotus_purpuratus,Acanthaster_planci,100.99,0.0910938,-0.0421633
14000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,2.6382,-0.168356
14000,Pogona_vitticeps,NA,677.71,2.1791,-0.076742
14000,Callorhinchus_milii,Poecilia_reticulata,108.233,0.00228653,0.0734824
14000,Branchiostoma_belcheri,Branchiostoma_floridae,4.06989,0.0285815,0.0770485
14000,Acanthaster_planci,NA,611.788,0.338185,0.0788413
14000,Strongylocentrotus_purpuratus,Acanthaster_planci,128.561,0.0256203,-0.0421633
15000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,1.78299,-0.168356
15000,Ornithorhynchus_anatinus,NA,586.891,0.196475,-0.101479
15000,Callorhinchus_milii,Poecilia_reticulata,116.262,0.00277219,0.0734824
15000,Branchiostoma_belcheri,Branchiostoma_floridae,32.5345,0.0570095,0.063042
15000,Strongylocentrotus_purpuratus,Acanthaster_planci,133.706,0.0264105,-0.0421633
15000,Acanthaster_planci,NA,628.8,0.235738,-0.00861849
16000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,1.71546,-0.168356
16000,Erinaceus_europaeus,NA,668.138,0.350712,-0.0538084
16000,Callorhinchus_milii,Poecilia_reticulata,127.154,0.00277219,0.0734824
16000,Branchiostoma_belcheri,Branchiostoma_floridae,73.4761,0.0394673,0.063042
16000,Strongylocentrotus_purpuratus,Acanthaster_planci,137.378,0.0622065,-0.0421633
17000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,1.79629,-0.168356
17000,Ciona_intestinalis,NA,652.94,0.0464398,0.00704045
17000,Callorhinchus_milii,Poecilia_reticulata,133.416,0.0028681,0.0734824
17000,Branchiostoma_belcheri,Branchiostoma_floridae,27.9024,0.00873929,0.063042
17000,Strongylocentrotus_purpuratus,Acanthaster_planci,141.521,0.0495426,-0.0338639
18000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,0.99721,0.0862822
18000,Callorhinchus_milii,NA,333.138,0.264956,-0.00304127
18000,Callorhinchus_milii,Poecilia_reticulata,101.467,0.00369591,0.0734824
18000,Branchiostoma_belcheri,Branchiostoma_floridae,2.81358,0.0270738,0.0345704
18000,Strongylocentrotus_purpuratus,Acanthaster_planci,137.235,0.0371689,-0.0338639
19000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,11.9291,-0.0123611
19000,Rhincodon_typus,NA,285.886,0.406304,-0.0429268
19000,Poecilia_reticulata,Takifugu_rubripes,497.603,0.0437709,0.0315651
19000,Poecilia_reticulata,Danio_rerio,360.217,1.21769,-0.0337623
19000,Thamnophis_sirtalis,NA,623.591,0.0372317,0.0898309
19000,Thamnophis_sirtalis,Gekko_japonicus,452.886,0.315307,-0.0237141
19000,Apteryx_mantelli_mantelli,Pelodiscus_sinensis,424.423,0.0082576,0.02912
19000,Monodelphis_domestica,Ornithorhynchus_anatinus,406.623,0.00387853,0.0390167
19000,Latimeria_chalumnae,Nanorana_parkeri,262.32,0.15597,-0.0320378
19000,Ciona_intestinalis,Callorhinchus_milii,5.7578,0.714818,-0.0278856
19000,Branchiostoma_belcheri,Branchiostoma_floridae,47.3663,0.0535077,0.00831083
19000,Acanthaster_planci,NA,634.912,0.36407,0.0425259
19000,Strongylocentrotus_purpuratus,Acanthaster_planci,68.7141,0.274803,-0.0566015
20000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,11.9291,-0.0123611
20000,Rhincodon_typus,NA,288.09,0.283427,-0.0429268
20000,Thamnophis_sirtalis,NA,641.575,0.0704773,0.0898309
20000,Echinops_telfairi,NA,644.994,7.64123e-05,-0.0576624
20000,Takifugu_rubripes,NA,599.518,0.202881,-0.0199842
20000,Poecilia_reticulata,Takifugu_rubripes,491.189,0.0437709,0.0315651
20000,Poecilia_reticulata,Danio_rerio,356.897,0.532293,-0.0337623
20000,Thamnophis_sirtalis,Gekko_japonicus,456.03,0.221296,-0.0237141
20000,Apteryx_mantelli_mantelli,Pelodiscus_sinensis,425.394,0.0082576,0.02912
20000,Microcebus_murinus,NA,683.858,0.0913184,0.0844777
20000,Monodelphis_domestica,Ornithorhynchus_anatinus,391.864,0.00330222,0.0390167
20000,Latimeria_chalumnae,Nanorana_parkeri,262.32,0.188387,-0.0320378
20000,Ciona_intestinalis,Callorhinchus_milii,3.30408,1.17094,-0.0278856
20000,Branchiostoma_floridae,NA,668.162,0.5627,-0.0338356
20000,Branchiostoma_belcheri,Branchiostoma_floridae,422.854,0.0931781,-0.034215
20000,Acanthaster_planci,NA,627.83,0.167708,0.0425259
20000,Strongylocentrotus_purpuratus,Acanthaster_planci,59.8177,0.319178,-0.0566015
21000,Ciona_intestinalis,Strongylocentrotus_purpuratus,0,8.85813,-0.0123611
21000,Rhincodon_typus,NA,304.298,0.281515,-0.0429268
21000,Poecilia_reticulata,Danio_rerio,350.774,0.873106,-0.0337623
21000,Poecilia_reticulata,Takifugu_rubripes,480.273,0.0437709,0.0315651
21000,Thamnophis_sirtalis,Gekko_japonicus,427.425,0.303394,-0.0237141
21000,Apteryx_mantelli_mantelli,Pelodiscus_sinensis,429.248,0.00588775,0.02912
21000,Monodelphis_domestica,Ornithorhynchus_anatinus,384.064,0.00267445,0.0390167
21000,Latimeria_chalumnae,Nanorana_parkeri,264.583,0.331496,-0.0320378
21000,Ciona_intestinalis,Callorhinchus_milii,3.30408,1.29997,-0.0278856
