generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-2.48557e+07,1,0
1000,2,-2.08192,-18348.5,1.82479,0.778
2000,4,-11.3114,-1957.39,2.15831,0.807
3000,12,-12.2109,-1007.06,6.60176,0.719
4000,6,-18.185,-313.935,2.74492,0.636
5000,8,-20.3727,-290.082,5.03499,0.586
6000,7,-15.6585,-283.493,3.58714,0.579
7000,11,-12.9877,-251.49,3.77329,0.515
8000,6,-9.41607,-243.871,4.38812,0.704287
9000,8,1.6889,-231.391,5.74911,0.690812
10000,6,-0.812725,-215.218,3.15345,0.513
11000,4,-1.48107,-196.249,2.96038,0.458
12000,11,-14.6622,-253.872,5.31483,0.4946
13000,11,-24.6261,-228.727,5.89155,0.512
14000,8,-23.5238,-227.262,5.6934,0.498
15000,9,-13.171,-237.922,3.60026,0.481
16000,5,-12.2548,-197.695,4.48904,0.4614
17000,8,-1.23229,-217.473,6.52984,0.479556
18000,10,-4.34066,-177.739,6.98431,0.58569
19000,6,-4.85843,-172.187,4.99008,0.435
20000,7,-3.02393,-175.081,4.19032,0.433
21000,6,-4.38515,-169.407,6.57504,0.439
22000,6,2.229,-176.544,1.43076,0.448
23000,5,-22.3244,-210.193,1.93533,0.47125
24000,6,-14.421,-211.882,1.32247,0.443
25000,8,-28.2607,-199.358,3.58296,0.437
26000,7,-32.2104,-197.938,7.61942,0.433
27000,9,-26.4828,-192.348,5.71928,0.452
28000,8,0.805415,-164.405,3.74198,0.429182
29000,8,2.92263,-157.518,5.63277,0.391
30000,7,4.20885,-153.363,1.59747,0.362
31000,10,-3.40593,-185.248,7.13123,0.440778
32000,6,-2.04271,-168.712,4.75858,0.451
33000,7,-1.40984,-174.195,4.40374,0.454
34000,9,-0.436417,-172.976,5.3167,0.457
35000,8,-19.3496,-187.453,2.82066,0.423
36000,6,-18.7793,-179.09,3.53501,0.421
37000,6,-0.0230156,-167.738,5.98183,0.399714
38000,9,1.78946,-169.502,3.49522,0.393
39000,9,3.7091,-172.636,5.36518,0.417
40000,10,7.531,-156.967,4.15361,0.445
41000,4,0.470124,-186.721,2.78493,0.41748
42000,5,2.80769,-190.79,3.38742,0.441
