generation,leftchild,rightchild,abstime,betainit,betashift
0,Physcomitrium_patens,Selaginella_moellendorffii,0,0.5,0
1000,Physcomitrium_patens,Selaginella_moellendorffii,0,6.11154,0.0645933
1000,Physcomitrium_patens,NA,160.2,0.623818,-0.0157134
1000,Camelina_sativa,Brassica_rapa,476.597,1.66919,-0.0169821
2000,Physcomitrium_patens,Selaginella_moellendorffii,0,5.77333,0.0645933
2000,Nelumbo_nucifera,NA,473.864,0.0780538,0.0564408
2000,Vitis_vinifera,NA,448.544,1.11882,0.0128073
2000,Camelina_sativa,Brassica_rapa,470.92,0.954594,-0.0918827
2000,Pyrus_x_bretschneideri,Prunus_persica,449.112,0.540508,0.0444164
3000,Physcomitrium_patens,Selaginella_moellendorffii,0,5.63974,0.0645933
3000,Musa_acuminata,Oryza_sativa,388.319,1.18646,-0.0206848
3000,Musa_acuminata,Oryza_sativa,395.597,1.84292,-0.021574
3000,Nelumbo_nucifera,NA,412.442,0.580656,-0.0130077
3000,Camelina_sativa,Brassica_rapa,465.594,1.04922,-0.0918827
3000,Momordica_charantia,Cucurbita_maxima,437.053,2.20836,-0.0553825
3000,Pyrus_x_bretschneideri,Prunus_persica,473.072,0.843555,0.0444164
3000,Lactuca_sativa,Helianthus_annuus,485.753,0.479392,-0.0343442
4000,Physcomitrium_patens,Selaginella_moellendorffii,0,10.0583,0.0741279
4000,Physcomitrium_patens,NA,247.892,1.58406,-0.0101649
4000,Selaginella_moellendorffii,NA,314.667,1.05005,-0.0163548
4000,Selaginella_moellendorffii,NA,437.181,1.13134,0.00621799
4000,Musa_acuminata,NA,527.197,2.48979,-0.014033
4000,Musa_acuminata,Oryza_sativa,402.904,2.48514,-0.021574
4000,Nelumbo_nucifera,NA,416.743,0.915964,-0.0130077
4000,Vitis_vinifera,NA,457.201,0.525836,0.0878893
4000,Camelina_sativa,Brassica_rapa,502.21,0.452043,0.0336165
4000,Carica_papaya,NA,499.579,0.078169,-0.0246893
4000,Momordica_charantia,Cucurbita_maxima,440.661,1.35742,-0.0553825
4000,Pyrus_x_bretschneideri,Prunus_persica,434.69,0.824728,0.0444164
4000,Ziziphus_jujuba,NA,483.691,1.08459,-0.0232241
4000,Beta_vulgaris,Lactuca_sativa,416.446,0.312084,-0.066768
5000,Physcomitrium_patens,Selaginella_moellendorffii,0,6.75337,0.0741279
5000,Physcomitrium_patens,NA,198.314,0.575256,0.0488548
5000,Selaginella_moellendorffii,NA,110.059,0.425853,0.03911
5000,Musa_acuminata,Oryza_sativa,391.539,4.24983,-0.021574
5000,Camelina_sativa,Carica_papaya,454.304,0.120693,0.037682
5000,Momordica_charantia,Cucurbita_maxima,451.125,1.11469,-0.0553825
5000,Pyrus_x_bretschneideri,Prunus_persica,460.469,2.23059,-0.00768574
5000,Rosa_chinensis,NA,453.498,0.321705,-0.045215
5000,Beta_vulgaris,Lactuca_sativa,416.431,0.210593,-0.066768
6000,Physcomitrium_patens,Selaginella_moellendorffii,0,6.23984,0.0741279
6000,Physcomitrium_patens,NA,200.939,0.398466,0.0169272
6000,Physcomitrium_patens,NA,366.236,0.34179,-0.0453937
6000,Selaginella_moellendorffii,NA,114.346,0.579576,0.03911
6000,Musa_acuminata,Oryza_sativa,400.2,2.95558,-0.021574
6000,Camelina_sativa,Carica_papaya,455.821,0.071713,0.037682
6000,Momordica_charantia,Cucurbita_maxima,444.122,1.11469,-0.0553825
6000,Glycine_max,Vigna_angularis,496.915,0.342637,-0.0375525
6000,Pyrus_x_bretschneideri,Prunus_persica,444.987,3.24509,-0.00768574
