generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-3.67089e+06,1,1
1000,3,-16.5736,-3378.25,2.9232,0.765
2000,5,-26.2893,-927.274,3.05514,0.704
3000,10,-27.9252,-375.603,5.63331,0.713762
4000,9,-29.3121,-359.379,6.61648,0.645
5000,14,-40.7492,-278.823,11.5762,0.672
6000,18,-34.1606,-250.548,7.89151,0.635
7000,19,-31.8013,-211.203,7.76419,0.657
8000,21,-18.6591,-210.639,9.52609,0.646
9000,14,-10.2517,-225.386,6.76886,0.686143
10000,15,-16.3958,-189.745,12.0535,0.643
11000,20,-30.6691,-190.015,13.9032,0.617333
12000,14,-9.39858,-186.593,5.4468,0.628
13000,18,-10.8044,-168.95,11.6573,0.626
14000,14,-12.8543,-169.084,9.532,0.625
15000,18,-13.7816,-148.791,7.84223,0.647
16000,17,-14.3109,-137.908,10.6857,0.622
17000,16,-8.42006,-138.71,7.12762,0.599
18000,14,-8.99592,-118.545,7.70136,0.577
19000,14,-6.32401,-121.776,9.64272,0.596
20000,21,-7.35014,-145.039,10.9501,0.632918
21000,11,-1.95295,-129.348,10.2716,0.6012
22000,24,-21.104,-145.022,15.9898,0.63288
23000,20,-13.5932,-145.206,8.75423,0.606
24000,22,-15.1857,-151.947,9.31391,0.585
25000,22,-10.7055,-146.27,10.2607,0.574
26000,16,-0.999365,-105.831,12.3895,0.541429
27000,16,8.36985,-102.172,9.21505,0.523
28000,13,9.29643,-101.777,5.33719,0.5
29000,13,11.006,-100.291,5.57937,0.533
30000,13,8.43243,-102.42,8.47593,0.537
31000,12,1.2127,-108.458,9.8258,0.563
32000,13,8.93176,-103.046,6.42383,0.551
33000,14,9.74748,-106.378,7.07709,0.5595
34000,11,15.1381,-87.1867,3.54791,0.527
35000,15,10.3353,-82.5306,6.39856,0.495
36000,13,0.122637,-102.992,8.76623,0.524333
37000,10,-1.54942,-103.215,8.69691,0.542
38000,8,7.25002,-109.609,3.4372,0.538
39000,10,4.23663,-107.646,7.62768,0.521
40000,11,13.1973,-90.9089,4.88584,0.463
41000,13,7.7109,-85.6369,8.46575,0.509
42000,12,5.4904,-76.1979,6.58871,0.505955
43000,13,9.33747,-75.9026,4.15003,0.5
44000,15,6.42008,-87.292,10.5268,0.4935
45000,7,4.45307,-90.6697,4.97681,0.506
46000,9,4.0097,-89.7423,4.96889,0.475
47000,9,3.82889,-89.0034,3.84997,0.496
48000,15,0.489735,-75.0964,6.51691,0.4572
49000,13,1.90946,-86.8259,8.46718,0.457
50000,12,0.829785,-83.0388,8.86622,0.462
51000,14,-1.66262,-90.2755,10.3476,0.52
52000,11,2.74956,-96.6796,8.89734,0.501
53000,12,12.5591,-65.0978,5.1829,0.494429
54000,13,9.03141,-66.636,5.02393,0.485692
55000,11,10.4512,-70.8305,3.73019,0.462
56000,9,8.32661,-60.7281,4.84316,0.467
57000,15,12.7693,-53.2858,8.16683,0.483
58000,16,14.1193,-60.8128,7.1204,0.467
59000,14,5.67474,-76.7323,5.31762,0.475857
60000,11,9.7223,-64.3173,5.34185,0.4745
61000,16,10.7173,-59.6999,8.2929,0.511
62000,16,13.3474,-61.8213,6.56797,0.496
