generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-253892,1,1
1000,3,-18.8602,-1297.74,1.74876,0.791
2000,2,-24.5446,-340.548,1.78448,0.761
3000,8,0.0353422,-219.651,5.76949,0.769077
4000,9,-2.96708,-176.039,6.04176,0.734
5000,11,4.19207,-162.331,5.82086,0.75145
6000,9,0.696377,-154.722,5.67297,0.69
7000,9,1.49887,-142.489,4.5828,0.69
8000,9,2.24747,-134.546,4.51849,0.7
9000,10,-2.63055,-130.643,6.32183,0.674
10000,14,3.09727,-119.974,6.64948,0.67
11000,6,1.27599,-89.8287,3.87278,0.700333
12000,11,2.28957,-112.897,2.8344,0.678714
13000,7,1.31303,-83.1481,3.02265,0.646
14000,4,-1.78626,-61.5148,3.58097,0.619
15000,7,-0.314685,-54.9562,2.91849,0.609
16000,14,10.603,-72.3569,5.65365,0.696331
17000,9,-1.22281,-49.8134,3.4976,0.596
18000,11,-4.88502,-34.3619,8.12569,0.588
19000,10,-4.90976,-25.7818,5.62226,0.589
20000,8,-8.50415,-23.8,6.38681,0.526
21000,8,-1.91232,-16.9245,3.15452,0.579
22000,9,9.19266,-58.0289,4.25403,0.651417
23000,9,2.17927,-61.5176,5.8145,0.598
24000,11,-1.31413,-47.0891,10.3804,0.63325
25000,10,4.32214,-37.6398,5.99783,0.605
26000,7,-1.48636,14.9719,2.07643,0.5158
27000,6,-0.4263,9.36637,2.51034,0.488
28000,5,-0.407171,17.6346,2.02637,0.479
29000,4,-1.70971,19.5839,2.76327,0.5
30000,3,0.614303,28.36,1.73485,0.484
31000,3,2.07958,38.1518,0.792144,0.483
32000,3,2.98501,26.7599,0.318035,0.468
33000,4,2.03736,23.0131,2.09865,0.533765
34000,4,3.40528,23.7184,2.40751,0.481
35000,4,1.59044,24.4561,2.84114,0.489
36000,4,2.55034,34.7695,2.34517,0.448
37000,9,3.10012,7.85808,4.60569,0.529357
38000,12,6.43256,1.81,5.97418,0.53
39000,6,5.23261,25.2117,2.89363,0.524
40000,5,4.31925,18.2224,3.30975,0.485
41000,5,5.28324,22.1986,2.44711,0.487
42000,4,4.72957,40.583,1.7267,0.4775
43000,4,6.22803,45.0648,2.02931,0.472
44000,4,5.11295,50.5193,2.90805,0.471
45000,5,3.26534,33.7525,4.42012,0.459
46000,4,2.65879,47.0106,3.44095,0.43975
47000,4,6.63944,68.3403,1.80965,0.445667
48000,4,6.18408,64.7036,2.38939,0.4
49000,4,5.61088,63.8622,2.85124,0.404
50000,4,6.7158,59.7165,1.98385,0.428
51000,4,5.07414,51.7561,3.49069,0.477
52000,4,5.80904,62.5791,2.87416,0.47
53000,4,3.94205,47.0931,0.86816,0.458625
54000,4,6.27332,52.8109,2.49059,0.4615
55000,5,6.42329,44.4622,2.02109,0.451
56000,4,3.50998,46.4585,2.63142,0.426458
57000,4,2.02748,21.0083,2.46658,0.458455
58000,4,5.10557,30.1907,0.958827,0.466
59000,4,8.22903,61.2837,0.836181,0.4595
60000,4,5.68848,64.052,3.35948,0.413
61000,4,8.23485,64.4047,0.789844,0.393
62000,4,5.56463,57.0062,3.32152,0.422
63000,5,8.64156,67.6722,2.23717,0.393
64000,4,5.88083,61.9254,3.15779,0.397
65000,4,7.14782,63.592,1.86082,0.426
66000,3,1.44472,35.5224,3.64335,0.462375
67000,5,4.51822,32.6032,2.06911,0.49
68000,3,3.61149,41.1113,1.2498,0.479
69000,4,3.73694,48.9367,1.81887,0.411687
70000,3,3.82695,47.1029,1.00701,0.4385
