generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-3.74089e+06,1,1
1000,6,-20.8547,-1323.23,2.41712,0.773
2000,13,-15.3426,-630.685,5.72266,0.726
3000,14,-15.7734,-397.977,4.83875,0.727
4000,16,-24.069,-290.714,7.36006,0.687
5000,15,-21.9665,-238.305,5.51981,0.688
6000,18,-25.4314,-233.972,11.6344,0.695
7000,17,-22.6323,-201.662,10.778,0.667
8000,13,-20.3032,-183.777,6.31125,0.666
9000,12,-13.7665,-187.328,4.53207,0.609
10000,21,-6.42091,-232.824,12.3427,0.709829
11000,21,-14.5542,-189.789,11.1315,0.698936
12000,17,-14.1458,-189.213,5.95933,0.647
13000,14,1.25159,-157.326,6.49206,0.66418
14000,15,1.85714,-146.974,10.4323,0.643
15000,16,4.96655,-125.048,6.35205,0.591
16000,21,0.349508,-164.664,11.5912,0.6785
17000,17,-1.12249,-168.635,9.6581,0.641
18000,20,-3.01302,-158.155,12.1558,0.644
19000,12,-2.13066,-121.977,4.63929,0.5627
20000,12,-2.70107,-112.94,5.03847,0.549
21000,17,2.10224,-110.686,5.99238,0.562833
22000,16,4.66026,-109.807,8.96694,0.553
23000,14,-1.97051,-111.722,9.37424,0.497
24000,12,4.25873,-100.049,5.68884,0.507
25000,9,7.84186,-97.1028,4.08279,0.5098
26000,13,7.63618,-123.025,6.57538,0.59925
27000,13,9.62411,-131.942,7.8143,0.577
28000,13,1.55935,-94.2045,12.6468,0.50675
29000,11,2.96004,-101.056,6.63678,0.509
30000,8,8.91836,-78.8503,3.61306,0.5002
31000,11,6.99692,-93.0742,4.59047,0.5095
32000,9,0.596832,-86.8181,5.88457,0.4785
33000,10,10.0117,-99.4764,4.64782,0.5045
34000,8,4.55394,-92.3027,5.18385,0.541286
35000,10,6.97482,-91.5964,4.59035,0.512
36000,11,4.90441,-98.8542,6.57114,0.506333
37000,9,4.55229,-95.3701,3.10045,0.526
38000,13,6.28881,-96.6683,7.11327,0.477
39000,12,4.48268,-96.7879,7.51196,0.501
40000,10,4.26849,-87.4423,4.78496,0.52
41000,11,6.45654,-86.7208,5.68985,0.534667
42000,14,10.2357,-83.1652,4.95221,0.505
43000,12,11.2675,-88.7136,5.43109,0.508
44000,15,10.7778,-75.6704,7.80178,0.538
45000,13,6.23386,-70.4847,10.4461,0.471
46000,16,3.48649,-86.7289,8.17594,0.509833
47000,15,16.1477,-68.0491,6.12759,0.455
48000,9,-0.0974835,-34.601,10.1956,0.508
49000,11,3.99059,-80.3669,7.95727,0.497
50000,9,6.21405,-30.7011,5.10716,0.472
51000,10,6.65347,-35.7258,5.37801,0.443
52000,7,4.38893,-27.4005,4.26665,0.445
53000,10,0.186563,-78.3502,3.78923,0.4495
54000,12,-2.80618,-85.7558,8.13292,0.512
55000,12,4.58956,-82.1179,4.99096,0.501
56000,11,2.96947,-86.6731,5.61024,0.45
57000,11,3.64734,-70.7832,6.2175,0.456
58000,10,6.19844,-78.0471,4.45057,0.437
59000,4,-0.00168902,-60.5542,3.82289,0.489714
60000,2,0.215293,-42.7188,0.78057,0.508
61000,3,3.39667,-35.7522,1.38172,0.459
62000,12,7.11319,-87.2973,6.22559,0.4842
63000,13,7.65227,-87.868,8.94256,0.532
64000,15,9.5026,-75.5365,7.91992,0.496
65000,17,8.21405,-70.4769,7.32632,0.509
66000,18,14.0626,-73.3855,6.35003,0.495
67000,13,7.16593,-81.0443,6.00615,0.509
68000,19,4.27647,-70.7399,7.40157,0.4701
69000,15,4.12488,-71.1663,6.70607,0.442
70000,12,3.67571,-79.1024,6.85634,0.527931
71000,9,8.15573,-69.8864,5.04948,0.4625
72000,9,9.84727,-82.2732,2.47703,0.453
73000,10,6.11166,-73.0181,6.21713,0.514
74000,9,4.91182,-86.8118,4.43536,0.466
75000,11,9.50052,-60.8301,4.39421,0.476375
76000,9,5.18829,-40.1474,5.53861,0.442
77000,2,2.31926,-26.8183,0.753518,0.431875
78000,4,0.379447,-33.2141,1.06457,0.412
79000,10,5.91234,-35.0646,4.43362,0.435
80000,9,2.63835,-44.7523,6.35802,0.439
81000,2,2.15342,-31.6693,1.14128,0.442333
82000,11,7.56271,-76.1142,4.49286,0.481625
83000,13,5.38817,-86.649,9.12904,0.49
84000,13,6.82421,-95.894,6.0929,0.524
85000,8,-1.71289,-79.6707,6.25031,0.524
86000,12,5.98311,-45.1025,5.36749,0.448
87000,14,-3.02031,-93.3108,8.79487,0.519882
88000,12,0.764371,-90.8421,5.57928,0.549
89000,11,4.26414,-38.5696,5.47813,0.448
90000,13,0.132229,-38.2829,8.04415,0.449
91000,14,-6.60418,-40.5866,10.7293,0.489
92000,2,1.006,-30.5592,1.34384,0.447455
93000,14,1.48979,-44.6346,7.33141,0.4505
94000,14,4.79794,-24.5367,6.98179,0.437
95000,2,1.78535,-25.2145,0.819775,0.424
96000,3,1.0421,-24.0359,2.87502,0.402
97000,2,0.701699,-23.3899,2.03465,0.409
98000,9,1.38197,-24.0577,4.01449,0.43975
99000,11,4.78423,-28.6224,4.534,0.382
100000,8,0.0342521,-15.2837,6.00288,0.403
101000,10,5.96688,-25.9669,4.01173,0.407
102000,7,3.77759,-23.2632,3.44991,0.406
103000,8,2.67701,-30.73,5.52442,0.431
104000,10,5.64701,-54.923,5.38869,0.502
105000,11,3.3436,-55.9778,7.46888,0.457
106000,14,4.43089,-52.4188,7.04274,0.507
107000,11,4.26005,-57.7104,4.17393,0.46
108000,13,4.43851,-51.3161,7.38397,0.483
109000,12,5.58551,-56.4858,5.48529,0.453
110000,9,0.437599,-20.8959,5.63772,0.428286
111000,9,-0.662141,-22.8781,7.73252,0.434
112000,9,3.03759,-18.855,4.53436,0.401
113000,7,1.46953,-10.3982,7.63092,0.461857
114000,2,3.36001,-17.6572,0.516591,0.401882
115000,2,2.64781,-26.2019,1.04638,0.419
116000,2,3.0212,-23.3484,0.724837,0.428
117000,3,0.521169,-26.7073,3.48467,0.416
118000,6,0.00441033,0.00444524,3.88142,0.383833
119000,6,-0.812551,3.03205,2.67676,0.381
120000,11,7.12722,2.93811,4.74385,0.382714
121000,6,-3.07574,11.0357,3.46384,0.353
122000,2,2.98306,-13.7559,1.31034,0.4046
123000,7,-3.10795,10.3238,5.28115,0.3435
124000,9,0.775868,14.947,3.05305,0.345
125000,7,1.19895,12.117,3.04732,0.31
126000,7,2.01094,11.4955,2.05347,0.341
127000,8,-2.83819,17.451,4.11222,0.371
128000,9,6.16701,-24.3979,3.92324,0.37825
129000,8,3.69197,-7.89088,5.30071,0.412
130000,9,3.04422,-7.38529,5.22538,0.411
131000,2,0.170999,-11.4772,2.8302,0.379111
132000,8,2.25816,-10.7993,5.386,0.4265
133000,8,4.61234,-4.52343,2.669,0.412
134000,3,1.75421,-16.1941,1.92244,0.38
135000,4,0.238895,-13.7089,4.00363,0.394
136000,2,1.22876,-21.5804,0.918751,0.405
137000,10,9.27537,-40.0585,1.3014,0.465857
138000,12,5.40974,-51.4772,4.24288,0.465
139000,12,6.56561,-52.9036,4.00599,0.471
140000,16,6.12744,-54.6981,6.96763,0.479
141000,12,2.92161,-53.8607,5.33545,0.493
142000,10,5.60966,-56.1437,4.56938,0.484
143000,6,-2.05103,12.782,2.44949,0.368063
144000,7,3.53217,-16.4779,4.632,0.435455
145000,2,1.06917,-12.1766,0.696072,0.404111
146000,2,0.33055,-6.39415,2.15188,0.358
147000,2,1.55616,-9.11193,0.580293,0.38
148000,6,0.383699,-9.97911,3.81309,0.45725
149000,6,7.00184,2.71446,2.55982,0.428
150000,4,3.43644,7.22419,3.01011,0.406
151000,2,-1.79588,-10.1605,4.03357,0.3785
152000,2,-3.2864,-17.4947,1.16164,0.405
153000,6,-2.52971,11.8441,3.67791,0.3408
154000,6,1.38858,12.3312,2.01358,0.352
155000,6,-0.256334,-0.0377453,1.54773,0.344
156000,7,-0.125628,15.8249,4.79416,0.351
157000,9,1.17782,1.94489,4.09578,0.308
158000,6,0.288591,15.8739,4.11695,0.325
159000,5,-1.10799,0.0160863,3.27433,0.39
160000,6,-6.79606,8.07324,3.90314,0.339
161000,8,-1.61236,7.5268,6.08816,0.353
162000,4,-0.934902,-10.8922,2.86062,0.411583
163000,4,-3.5204,-8.86429,3.15514,0.401
164000,7,-1.90817,11.5182,5.6266,0.340333
165000,6,4.41595,16.1777,1.38601,0.335
166000,7,4.11071,-2.17995,2.98602,0.358
167000,4,-0.637928,-5.41659,2.27998,0.40975
168000,4,-0.892206,-1.5588,3.50885,0.42
169000,6,1.02343,1.53679,4.01292,0.391
170000,6,-0.264351,9.26609,6.03051,0.389
171000,5,3.42889,-2.2406,1.43392,0.343
172000,4,-2.14539,3.68571,4.52999,0.373
173000,4,-0.0963549,3.95458,2.82356,0.426
174000,4,-1.46219,0.823604,3.68307,0.349
175000,4,0.905946,-5.6355,1.53016,0.403
176000,5,-3.09074,-12.5755,2.89955,0.427
177000,6,-1.02807,-3.66328,5.28702,0.418
178000,6,2.18976,3.13569,3.15465,0.386
179000,7,0.991249,-8.46303,3.82939,0.394
180000,4,0.158203,7.61394,2.63377,0.41
181000,5,0.297039,0.808794,2.69768,0.374
182000,4,1.74365,-9.48862,2.14205,0.392
183000,10,0.244302,-49.0819,6.67347,0.467756
184000,14,7.26466,-47.1446,4.37628,0.505
185000,11,4.41679,-44.9844,5.70067,0.476
186000,10,2.96145,-48.5673,5.45391,0.468
187000,4,3.34851,-12.5777,2.34774,0.402657
188000,2,-0.684044,-20.2119,3.81715,0.421
189000,6,3.8176,6.16171,3.31542,0.334087
190000,6,3.1609,6.65704,3.24767,0.347
191000,6,2.14779,4.66804,4.90521,0.345
192000,5,1.25175,8.25725,3.29704,0.399
193000,11,-1.25726,-43.945,7.22848,0.475857
194000,11,2.23396,-42.7424,7.01937,0.514
195000,3,4.49816,-17.8145,0.934572,0.399429
196000,10,4.71647,11.1594,5.7463,0.3705
197000,3,-0.882128,-17.636,3.8764,0.427867
198000,6,4.00314,8.36176,2.89254,0.347
199000,5,2.16369,9.20454,2.27806,0.361
200000,3,-0.517604,-19.0854,3.01454,0.425333
201000,4,1.44967,-14.6303,2.75707,0.429
202000,7,6.01086,11.5619,2.46202,0.348
203000,6,-3.41241,-28.7027,3.88068,0.437667
204000,9,3.73091,-11.006,3.45007,0.3405
205000,7,6.25567,3.87736,1.47189,0.4
206000,6,1.02458,6.42564,2.67869,0.368
207000,9,1.02205,8.45327,5.20399,0.378
208000,7,3.70764,16.3838,2.222,0.354
209000,7,0.0507667,-11.409,5.61063,0.456167
210000,8,3.88106,-14.6105,1.4533,0.424
