generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-267737,1,1
1000,2,-5.04149,-356.493,1.9258,0.745
2000,4,-6.27983,-316.622,4.61107,0.755
3000,7,-6.10786,-259.599,4.91255,0.742752
4000,13,-5.98675,-204.717,5.46482,0.723319
5000,8,-5.24727,-195.197,3.75076,0.696
6000,11,-7.74561,-186.656,6.89159,0.642
7000,15,-2.73514,-154.55,9.19628,0.7046
8000,20,-6.71962,-146.343,13.021,0.669
9000,18,-2.22045,-130.399,12.4987,0.708477
10000,11,-1.60166,-122.652,5.45913,0.6455
11000,13,-5.58234,-121.981,9.29005,0.67325
12000,13,-7.08451,-121.891,8.8154,0.634
13000,16,2.10809,-122.523,9.24901,0.652
14000,15,5.80556,-100.454,7.04751,0.62375
15000,11,-2.49661,-88.3032,7.20203,0.622
16000,9,-2.39669,-73.4845,2.27216,0.597
17000,10,-6.70186,-71.1863,6.21729,0.624875
18000,11,1.48622,-64.4275,7.51638,0.61
19000,9,1.32726,-59.7364,7.47286,0.642
20000,14,-5.13825,-66.0728,9.37156,0.61975
21000,15,-5.91219,-44.2989,8.84603,0.618
22000,10,8.88881,-58.5093,3.7108,0.622556
23000,12,-0.226388,-40.6972,7.61054,0.5685
24000,3,0.281558,-20.2944,0.931718,0.586083
25000,3,1.03114,-25.831,1.41884,0.558
26000,13,0.914149,-36.6616,6.90142,0.576
27000,13,3.03148,-38.3507,7.14319,0.596
28000,18,-2.64108,-41.0906,13.178,0.579
29000,16,8.60121,-35.5934,5.9717,0.613
30000,11,5.19266,-29.9861,4.53459,0.595
31000,3,1.36753,-13.9556,2.53909,0.562333
32000,12,7.64874,-26.9706,5.80692,0.5862
33000,12,7.20208,-25.3839,4.16183,0.549
34000,10,-0.91207,-26.1541,7.44671,0.56025
35000,10,7.74112,-10.4095,5.25348,0.5205
36000,12,8.11859,-10.0703,5.77958,0.504
37000,9,3.90359,-8.54716,5.19567,0.518
38000,8,5.64158,-8.1086,4.27375,0.507
39000,10,5.63693,2.07849,7.22834,0.499
40000,9,5.13118,13.2757,5.08673,0.521
41000,2,2.22688,-1.06121,0.986771,0.573864
42000,2,1.90204,-6.22962,1.04618,0.509
43000,2,1.66636,1.80588,1.78212,0.519
44000,3,1.25493,3.12657,2.73767,0.530385
45000,4,1.30564,-0.33805,3.01334,0.534
46000,3,1.80816,6.33021,2.32512,0.509
47000,5,4.42211,16.9102,2.67874,0.516
48000,3,3.10241,11.4581,1.31185,0.444
49000,11,5.20298,6.29545,6.83824,0.526733
50000,9,6.3336,12.4399,3.65598,0.516
51000,11,1.33807,6.95888,8.22876,0.487
52000,7,2.84892,-2.43594,3.43215,0.5285
53000,4,2.91403,33.843,2.69827,0.4584
54000,4,3.10519,28.5318,2.21899,0.393
55000,8,5.13755,14.1379,3.4346,0.494667
56000,7,3.89094,20.8456,3.16372,0.455
57000,6,2.7214,18.7939,2.62352,0.511
58000,6,2.5384,26.7645,3.22626,0.449
59000,6,5.15739,18.1219,1.28459,0.49575
60000,6,1.32474,18.5863,3.44689,0.4655
61000,4,4.46944,34.7794,1.8821,0.418571
62000,3,4.14607,45.9674,1.30486,0.452
63000,3,4.16858,35.7926,0.416728,0.445
64000,3,2.49661,32.6234,2.07462,0.448
65000,3,2.06864,28.7827,3.07656,0.476
66000,2,3.74735,43.2313,0.837651,0.514478
67000,2,1.54164,38.2858,3.04076,0.474
68000,4,3.75356,19.4049,1.53443,0.459667
69000,3,1.90784,36.5715,2.65703,0.468
70000,3,0.766763,44.4267,3.85573,0.365
71000,4,0.541605,36.0251,1.53939,0.429
72000,6,7.51348,20.0243,1.73874,0.468692
73000,4,3.8477,21.9265,3.07,0.499
74000,6,2.41611,19.1747,3.37283,0.491357
75000,2,3.18653,39.7488,1.36066,0.463375
76000,5,1.81246,22.0017,4.08793,0.463667
77000,4,0.631661,37.9616,5.26288,0.437667
78000,2,2.32817,47.1136,2.25425,0.453667
79000,3,5.32316,42.4415,1.31283,0.443
80000,3,3.59215,47.0246,3.13128,0.448
81000,2,2.11551,34.5608,2.60811,0.451
82000,6,1.70663,32.8808,4.24056,0.4605
83000,8,4.68954,39.3571,2.50776,0.427
84000,7,4.50652,35.2727,2.41864,0.444
85000,7,3.92821,30.2988,3.15694,0.463
86000,3,-0.573847,35.0989,1.14469,0.408222
87000,5,1.76109,28.9999,2.47874,0.442
88000,9,5.52714,19.0643,4.71465,0.497
89000,9,9.07804,21.3847,3.02171,0.475
90000,7,4.4736,22.9882,3.58844,0.481
91000,7,4.1516,31.4427,4.77579,0.483
92000,6,4.98469,20.7401,1.76175,0.48
93000,4,2.49533,59.4892,1.8494,0.474833
94000,4,2.23799,53.979,3.72719,0.426
95000,3,2.15967,49.4162,1.07824,0.426
96000,7,6.10884,11.5268,3.39906,0.4875
97000,6,5.86945,9.90253,2.293,0.523
98000,5,2.01698,10.2815,5.33018,0.484
99000,5,1.27125,17.8318,4.18773,0.474
100000,3,2.28028,26.6515,0.854401,0.437154
101000,3,-2.28917,30.9063,3.1336,0.424
102000,3,-1.26652,40.2575,0.618511,0.436
103000,5,3.53491,22.0644,3.6235,0.46963
104000,5,0.40911,29.7158,4.53337,0.403
105000,4,5.33458,36.6129,1.28031,0.4695
106000,4,3.57841,40.0801,2.85875,0.51
107000,3,2.59639,49.6693,1.16957,0.52
108000,3,0.781289,45.6403,2.94346,0.472
109000,4,3.05646,30.1161,3.43561,0.468833
110000,3,2.22777,38.0814,1.44138,0.512
111000,3,0.786172,21.0522,1.27697,0.437857
112000,5,-2.03729,23.327,2.85908,0.47
113000,3,-0.708531,19.9299,2.62234,0.5
114000,3,-0.821489,30.3727,2.61122,0.476
115000,3,-1.48027,35.1735,3.71259,0.409
116000,5,2.57461,37.1144,4.78311,0.472714
117000,4,5.15815,42.0507,2.48909,0.443
118000,4,0.591264,50.3567,1.21139,0.451
119000,7,4.58836,45.0698,6.67858,0.4705
120000,6,1.58435,51.6173,4.42939,0.46
121000,5,2.46048,40.3804,4.70675,0.452
122000,4,4.94491,49.2768,2.5333,0.437
123000,4,2.85017,50.6546,2.26549,0.3808
124000,4,3.83391,55.0159,1.86457,0.407
125000,8,8.2983,50.9478,2.77361,0.4526
126000,9,10.7705,55.0549,1.5347,0.448
127000,5,5.29377,42.7729,3.50609,0.4432
128000,6,9.64406,39.5702,1.00216,0.483
129000,6,2.75327,52.7723,5.30294,0.397
130000,4,4.52225,63.0967,1.48522,0.366
131000,3,1.96114,58.0076,2.04379,0.381
132000,3,4.17626,39.9692,1.71703,0.507
133000,3,3.58557,40.0141,2.35594,0.488
134000,3,4.07077,46.0092,2.36948,0.494
135000,7,10.4684,58.2594,2.16639,0.425143
136000,4,1.67056,41.7923,2.34426,0.3742
137000,3,3.1892,46.4154,3.28195,0.483
138000,3,1.15746,49.423,3.31411,0.482
139000,4,3.38922,42.6778,2.37031,0.486
140000,3,3.31512,42.7008,1.69391,0.476
141000,5,6.90618,56.2324,2.3456,0.420333
142000,6,6.63538,47.4225,3.34028,0.431063
143000,7,2.96984,43.8694,9.01682,0.45
144000,7,2.44892,48.8119,4.62637,0.441667
145000,5,1.90153,51.6492,6.13755,0.447
146000,5,6.53474,47.1694,1.42817,0.451
147000,5,2.87244,38.9675,4.72707,0.477
148000,2,3.16579,50.0711,0.935413,0.404083
149000,2,1.28554,54.2427,2.93359,0.374
150000,5,3.27554,26.2797,3.70688,0.468667
151000,4,3.32372,14.1087,1.98257,0.522
152000,4,0.945304,20.8142,3.92364,0.536
153000,4,5.3463,49.1547,2.18758,0.4225
154000,9,9.6644,48.2123,3.82518,0.423545
155000,6,4.75521,51.6366,5.5785,0.442
156000,3,3.2666,37.7559,3.08559,0.499437
157000,2,2.31912,47.7339,2.48678,0.482
158000,2,3.23697,43.5717,1.58326,0.458
159000,4,2.73815,38.0718,2.01953,0.513857
160000,6,-1.76094,27.8448,2.98433,0.528
161000,4,-0.588358,35.4302,1.26383,0.533
162000,2,3.86588,54.7433,1.0402,0.431222
163000,7,4.57753,57.4256,6.15175,0.413375
164000,4,0.0808692,27.6927,1.76821,0.485667
165000,2,4.05494,27.8923,0.600022,0.486714
166000,2,2.45431,43.6405,2.08369,0.5
167000,6,4.65404,59.4282,5.17424,0.435
168000,2,3.35226,41.9888,0.596754,0.432667
169000,2,2.88246,51.4339,1.20187,0.44
170000,2,2.42159,40.785,1.71233,0.428
171000,2,1.75083,51.2513,2.41786,0.429
172000,2,3.14664,46.9107,0.818243,0.44
173000,5,0.594067,36.9412,2.86838,0.515222
174000,6,2.52344,37.8111,2.90271,0.475
175000,4,-0.35964,47.5617,3.78751,0.497556
176000,5,4.42557,34.8934,3.27594,0.491
177000,6,5.46713,46.3357,2.93685,0.4279
178000,5,4.83843,50.5029,2.61161,0.453
179000,6,3.35192,51.7917,4.40457,0.395
180000,7,4.9923,51.3551,2.59559,0.39
181000,5,3.88443,55.9029,2.41673,0.391
182000,6,2.16813,59.541,3.75762,0.367
183000,4,3.55042,47.2838,1.18652,0.488571
184000,2,2.79565,52.1889,0.690909,0.421667
185000,2,2.88595,47.266,0.504589,0.448
186000,6,9.53412,45.0751,1.14174,0.408
187000,5,5.27016,44.2349,2.36935,0.437
188000,5,5.82068,41.7386,2.03009,0.433
189000,3,2.65342,49.6512,1.03766,0.457667
190000,3,-0.788137,42.9925,3.80262,0.49
191000,3,1.08154,43.8607,2.41349,0.509
192000,4,2.23326,44.0494,2.26996,0.471
193000,4,-1.66876,36.4767,3.04581,0.507
194000,3,3.65917,51.3965,1.34887,0.406667
195000,6,5.66498,21.2496,2.66532,0.506524
196000,6,2.79287,26.13,5.34715,0.522
197000,5,-1.15868,35.3917,3.53285,0.5
198000,7,-2.07033,33.0286,2.43871,0.52
199000,7,3.01094,42.4558,2.47618,0.402909
200000,6,-4.29013,47.3193,2.5469,0.436
201000,3,1.01535,33.8747,0.89255,0.511125
202000,3,2.4984,24.5611,2.11615,0.5285
203000,2,-1.33161,33.5434,2.3842,0.525
204000,5,4.79697,34.3292,1.49974,0.434
205000,5,4.89112,29.4132,1.42234,0.476
206000,7,-0.377378,21.2728,7.14154,0.472
207000,7,5.59464,35.4599,2.55936,0.452
208000,2,1.75851,45.7338,2.00095,0.418714
209000,3,3.02417,51.3646,2.38851,0.385
210000,2,1.06775,44.5491,2.6004,0.419
211000,3,-0.968218,47.1245,1.87019,0.4895
212000,6,6.53485,37.0163,2.02895,0.4386
213000,4,0.984677,30.2159,2.39853,0.508545
214000,4,0.1037,22.2789,2.90674,0.49
215000,5,1.37886,37.5781,2.27715,0.466667
216000,5,3.07535,29.2246,1.3996,0.505
217000,4,5.35434,55.281,1.18242,0.432286
218000,3,3.5215,61.8852,1.87997,0.374
219000,2,0.217244,55.6586,3.72354,0.354
220000,2,1.85116,58.5019,1.04507,0.425
221000,2,1.50028,52.1915,0.410036,0.388
222000,5,4.85557,40.7205,2.66708,0.473857
223000,6,5.95212,43.7172,2.34544,0.426
224000,8,4.39243,43.429,3.39425,0.462
225000,7,7.09685,41.7681,3.55829,0.481
226000,9,7.26285,41.7596,6.5754,0.46
227000,3,0.583581,40.5305,0.444537,0.502125
228000,4,4.39421,44.9411,2.67704,0.491
229000,5,3.28238,32.0784,1.75928,0.440625
