generation,leftchild,rightchild,abstime,betainit,betashift
0,Physcomitrium_patens,Selaginella_moellendorffii,0,0.5,0
1000,Physcomitrium_patens,Selaginella_moellendorffii,0,0.940637,0.085297
1000,Selaginella_moellendorffii,NA,302.559,0.708485,-0.0437996
1000,Musa_acuminata,NA,449.229,0.543199,-0.0179112
1000,Brassica_rapa,NA,509.553,0.521952,0.067655
1000,Citrus_sinensis,NA,439.619,0.512241,-0.0658921
1000,Prunus_persica,NA,482.71,0.120972,-0.015101
1000,Musa_acuminata,Amborella_trichopoda,160.333,13.0325,0.253602
2000,Physcomitrium_patens,Selaginella_moellendorffii,0,0.8076,0.0486409
2000,Physcomitrium_patens,NA,246.722,0.397351,-0.0437996
2000,Theobroma_cacao,NA,514.148,0.395812,-0.00609633
2000,Camelina_sativa,Brassica_rapa,500.704,0.534669,0.067655
2000,Citrus_sinensis,NA,441.685,0.458289,-0.00694382
2000,Momordica_charantia,NA,481.231,0.735141,-0.0122498
2000,Cucurbita_maxima,Cucumis_melo,497.089,1.9837,0.00501837
2000,Pyrus_x_bretschneideri,Malus_domestica,492.233,0.362903,-0.0688119
2000,Prunus_persica,NA,482.474,0.265405,0.0117256
2000,Helianthus_annuus,NA,508.664,1.26979,0.0716162
2000,Nicotiana_tabacum,Solanum_tuberosum,487.732,1.10727,-0.0370199
2000,Ipomoea_nil,Nicotiana_tabacum,464.16,0.0613567,-0.0263884
2000,Musa_acuminata,Amborella_trichopoda,160.333,13.0325,0.253602
2000,Selaginella_moellendorffii,Musa_acuminata,0.673315,0.16824,-0.00842472
3000,Physcomitrium_patens,Selaginella_moellendorffii,0,1.67855,0.0486409
3000,Physcomitrium_patens,NA,120.112,0.0647006,-0.00126461
3000,Vitis_vinifera,NA,443.572,0.349727,-0.0798448
3000,Carica_papaya,NA,492.428,0.414984,-0.0528702
3000,Camelina_sativa,Carica_papaya,450.359,0.681544,-0.0206921
3000,Citrus_sinensis,NA,438.105,0.458289,-0.00694382
3000,Cucurbita_maxima,Cucumis_melo,497.089,2.14133,0.00501837
3000,Glycine_max,Vigna_angularis,506.99,2.50979,0.0396288
3000,Glycine_max,Cicer_arietinum,478.025,1.19989,-0.00347164
3000,Pyrus_x_bretschneideri,Malus_domestica,481.416,0.331085,-0.0688119
3000,Lactuca_sativa,Helianthus_annuus,465.378,0.44054,0.0743792
3000,Nicotiana_tabacum,Solanum_tuberosum,487.732,0.569114,-0.0370199
3000,Ipomoea_nil,Nicotiana_tabacum,465.106,0.0413231,0.0168716
