generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-2.24447e+06,1,1
1000,2,-9.32638,-8207.85,3.56845,0.777223
2000,5,-5.47151,-1722.74,1.15628,0.7585
3000,9,-32.1861,-737.702,5.95204,0.75
4000,16,-27.565,-710.584,9.13778,0.725
5000,11,-70.248,-393.95,3.88473,0.714
6000,14,-75.1876,-394.569,7.26263,0.716
7000,18,-54.5076,-271.057,6.8256,0.698472
8000,20,-52.8381,-218.103,10.4902,0.657
9000,19,-51.8209,-198.476,10.1038,0.626
10000,17,-26.9669,-193.26,9.09805,0.615
11000,18,-14.9834,-195.311,8.42168,0.615
12000,19,-20.8064,-171.729,10.613,0.622
13000,21,-16.4742,-167.791,11.1758,0.603
14000,16,-14.511,-168.031,7.07724,0.59
15000,14,-28.4412,-162.68,12.2351,0.575
16000,16,-24.4168,-160.111,10.2294,0.567
17000,13,-14.0287,-157.234,6.03143,0.617
18000,12,-1.2307,-138.501,3.96429,0.544
19000,19,-3.97531,-142.853,12.4938,0.541
20000,13,1.50202,-139.112,8.19646,0.526
21000,17,2.39433,-134.326,10.6868,0.549
22000,17,3.34045,-127.636,9.38119,0.531
23000,12,-2.05978,-117.674,8.57867,0.506
24000,16,-9.5682,-151.382,7.01926,0.640265
25000,11,2.59104,-130.086,5.94717,0.5395
26000,14,5.92362,-111.25,8.99929,0.582333
27000,14,-1.22074,-113.868,9.58802,0.528
28000,18,-3.12362,-105.37,10.0879,0.554
29000,16,-18.1434,-124.225,11.5296,0.582217
30000,13,-18.3626,-118.375,10.387,0.485
31000,11,-5.85023,-111.956,4.52068,0.487
32000,15,5.88705,-70.4934,6.21662,0.512
33000,12,0.996389,-62.8505,7.06291,0.497
34000,17,1.09227,-54.3533,9.63969,0.462
35000,15,5.2697,-55.3906,7.63205,0.442
36000,14,3.44875,-48.5291,6.46972,0.431
37000,15,-0.494722,-67.114,11.7797,0.446
38000,13,6.71129,-102.037,7.52436,0.549643
39000,15,5.8749,-62.8387,5.92506,0.4645
40000,11,-5.65722,-114.241,5.75129,0.514667
41000,11,-6.79724,-110.496,4.55668,0.524
42000,12,-0.6784,-98.5469,3.67828,0.516
43000,12,3.16933,-94.1998,4.91081,0.497
44000,16,5.67661,-114.275,8.65244,0.539667
45000,13,6.95917,-92.7762,8.82148,0.517
46000,14,7.11947,-94.327,6.43947,0.475933
47000,11,-0.474354,-94.8708,7.68143,0.491
48000,11,0.0392012,-88.6189,6.941,0.443
49000,11,10.8856,-84.7329,4.49436,0.51875
50000,11,9.42868,-88.6332,6.42649,0.528
51000,10,9.36991,-96.8389,5.62041,0.539
52000,14,3.96194,-90.4714,9.1538,0.5
53000,16,5.31808,-96.8849,8.54517,0.519
54000,12,6.2877,-64.9259,7.50393,0.462
55000,9,3.9495,-71.5763,5.81572,0.428
56000,9,2.69835,-71.2137,6.45053,0.429
57000,9,5.06685,-68.1459,5.91097,0.429
58000,14,10.2407,-100.214,7.90389,0.5382
59000,11,0.697222,-75.9351,5.42256,0.476313
60000,11,1.10409,-58.4137,3.71548,0.472333
61000,10,-4.11346,-52.6811,5.9415,0.446
62000,9,-3.61795,-49.2837,3.03992,0.406
63000,13,9.47663,-102.505,5.51777,0.5176
64000,12,10.8106,-90.0739,6.109,0.542
65000,13,6.93881,-89.9949,8.90667,0.517
66000,18,10.2113,-86.0229,8.49589,0.541
67000,12,6.99192,-73.4463,6.72229,0.479875
68000,15,6.99446,-79.7757,6.2812,0.509
69000,12,1.31071,-63.921,11.2857,0.449
70000,12,3.6323,-70.3841,8.49859,0.429
71000,10,-1.6217,-50.8138,8.54857,0.407556
72000,13,6.92282,-84.4738,5.86139,0.517833
73000,14,9.25669,-78.2953,7.43978,0.482
74000,14,8.66517,-77.5078,8.04764,0.483
75000,10,8.55434,-74.2248,4.59149,0.461
76000,12,10.8539,-76.5466,4.92817,0.48
77000,10,-0.948192,-40.4375,5.44849,0.414333
78000,7,1.28521,-35.8812,4.04453,0.351
79000,7,-0.15429,-34.5408,4.74862,0.359
80000,9,1.71861,-46.7004,5.46695,0.392
81000,11,0.199205,-47.5146,6.3552,0.408
82000,11,6.95732,-75.4839,6.82936,0.465833
83000,10,-0.494712,-55.4098,6.28829,0.404192
84000,8,0.113586,-50.0342,5.47681,0.361
85000,8,2.10048,-45.1355,3.30388,0.351
86000,8,-5.41183,-46.493,8.57325,0.387
87000,9,-2.7894,-51.6675,6.32746,0.424
88000,7,-1.58864,-46.9416,4.3666,0.403
89000,9,-1.04198,-44.8489,4.4739,0.4
90000,8,-0.511848,-35.22,5.08424,0.373444
91000,7,-2.16645,-39.7577,5.23159,0.359
92000,7,-3.73853,-42.1592,5.80209,0.362
93000,7,0.790286,-47.7594,2.90397,0.336
94000,8,-1.15039,-48.3195,6.35953,0.404
95000,8,-0.91967,-61.7302,4.99317,0.399
96000,13,6.73974,-43.9732,6.61993,0.403
97000,9,1.9385,-32.7781,7.47613,0.438
98000,10,5.19759,-29.2636,4.2171,0.418
99000,6,2.23395,-42.5226,2.75305,0.44075
100000,6,0.936396,-46.4862,4.59973,0.384
101000,8,1.11208,-39.8317,4.54336,0.405
102000,8,1.76448,-54.3799,3.69039,0.408
103000,8,-1.79892,-46.2047,7.34727,0.42
104000,12,8.53683,-43.285,6.28963,0.460588
105000,10,11.8049,-33.0052,2.73902,0.439
106000,7,3.90544,-57.1386,4.63783,0.392
107000,11,7.8153,-53.1914,5.52243,0.419
108000,12,10.6302,-42.208,6.06272,0.416
109000,7,1.85235,-52.4163,3.07648,0.406727
110000,9,2.70106,-48.8593,5.74651,0.483
111000,10,3.57544,-58.5241,5.10433,0.4634
112000,7,3.55517,-57.9813,3.02573,0.4515
113000,8,3.61986,-59.456,3.3929,0.42
114000,8,7.13942,-55.7621,3.38313,0.456
115000,10,1.47629,-46.8766,8.07817,0.435
116000,6,2.04711,-50.2668,4.78375,0.443
117000,9,9.78462,-54.273,1.85779,0.436333
118000,3,-1.07061,-33.5581,2.41548,0.423111
119000,3,-0.536873,-32.6881,1.48472,0.334
120000,3,-2.0833,-23.3062,1.86608,0.337
121000,7,-2.61515,-55.4822,9.14591,0.4315
122000,7,3.01012,-56.8728,3.87631,0.443
123000,8,6.4266,-50.0501,3.05039,0.46
124000,7,3.49113,-47.7027,3.64999,0.412
125000,9,3.06218,-50.3756,4.48921,0.43
126000,9,-1.5507,-43.8039,8.32082,0.381
127000,7,-1.59783,-46.8003,4.89337,0.383
128000,13,3.9199,-56.4376,6.89603,0.421
129000,10,8.25721,-50.1371,5.39719,0.46125
130000,9,7.6051,-53.7024,5.50006,0.452
131000,6,4.56223,-52.7232,2.56441,0.443933
132000,2,2.7644,-23.6351,0.458631,0.386
133000,2,2.98528,-23.3168,0.273858,0.391
134000,10,4.62562,-54.3357,6.19655,0.462333
135000,9,8.56301,-46.1114,3.93973,0.403
136000,6,5.26051,-47.3941,3.60205,0.435
137000,6,2.61126,-49.903,5.42602,0.431
138000,8,3.49265,-55.3513,4.52403,0.4219
139000,7,-1.45252,-56.4652,7.16142,0.436
140000,6,2.55037,-47.3662,4.31108,0.402
141000,6,5.92027,-48.2496,1.9581,0.438
142000,3,1.41562,-18.3071,2.36422,0.372333
143000,6,6.39561,-43.0407,5.05664,0.419
144000,3,2.93969,-28.9508,0.455038,0.371
145000,2,2.14933,-23.9468,0.926316,0.398
146000,5,5.86853,-54.984,1.52011,0.460167
147000,3,2.14922,-21.4817,1.92328,0.378
148000,4,6.98368,-31.677,1.71632,0.440857
149000,4,7.85373,-22.0003,0.705691,0.402
150000,5,6.03319,-29.0882,1.64907,0.388
151000,4,7.20571,-39.4334,1.19369,0.401
152000,5,8.25782,-26.2727,1.48585,0.452
153000,4,-1.01207,-25.0374,3.01106,0.386333
154000,4,0.879437,-23.5306,3.54674,0.377
155000,4,0.158852,-32.664,3.77351,0.399
156000,3,2.58354,-24.6853,2.42338,0.392
157000,5,0.9747,-27.4249,3.76744,0.381
158000,6,2.78873,-17.0691,4.22176,0.358
159000,6,6.60458,-39.4199,2.98848,0.431714
160000,4,3.06116,-48.8166,2.41932,0.443824
161000,5,4.52422,-16.0119,2.66878,0.360667
162000,6,2.78288,-66.8167,2.93054,0.454437
163000,8,2.52422,-58.925,3.92049,0.443
164000,4,1.53142,-61.549,3.0024,0.451
165000,5,5.15513,-59.57,2.21251,0.473
166000,5,5.22716,-51.8222,2.45441,0.458167
167000,3,-0.274712,-26.934,3.11887,0.379167
168000,5,0.751263,-29.2121,4.56326,0.375
169000,4,1.00353,-29.5534,3.17982,0.427
170000,7,7.55727,-48.5036,3.10075,0.4594
171000,6,2.47983,-44.1993,6.51927,0.431
172000,6,5.94042,-54.5143,3.03129,0.402
173000,4,1.09479,-49.9863,2.88414,0.419
174000,5,5.29825,-37.1634,2.26589,0.403
175000,4,4.40326,-39.7713,1.85841,0.372
176000,2,1.9845,-55.5116,2.4183,0.4502
177000,3,4.32606,-48.4679,0.648997,0.454
178000,3,5.02781,-48.6574,0.6727,0.438
179000,3,1.02636,-56.0481,2.34732,0.467
180000,3,3.34587,-51.4082,1.89683,0.495
181000,4,3.96185,-39.4813,2.31307,0.434
182000,2,-0.610983,-47.1601,2.78298,0.478
183000,2,2.17692,-46.4314,0.653665,0.496
184000,7,5.75149,-26.7061,2.93507,0.42804
185000,6,5.2832,-18.808,4.86446,0.404
186000,3,-3.67245,-38.5902,2.54554,0.395235
187000,3,-1.02293,-32.0402,1.86177,0.409
188000,4,6.16699,-29.37,2.0225,0.422667
189000,5,4.15873,-40.855,3.26124,0.428
190000,7,6.64852,-29.9001,2.72257,0.449
191000,2,-0.22547,-49.3408,0.885346,0.484125
192000,2,-1.13881,-42.3536,2.41967,0.42
193000,3,1.63922,-32.2117,2.18731,0.474
194000,3,3.04211,-37.9383,1.58304,0.461
195000,3,1.06261,-34.7805,2.48565,0.438
196000,5,4.72835,-45.0988,2.76418,0.442286
197000,6,4.52735,-35.3592,3.68718,0.435
198000,2,0.784132,-41.803,1.31359,0.421909
199000,4,1.33018,-52.5613,3.87235,0.414
200000,4,2.25211,-36.6183,2.90028,0.46
201000,3,-0.942503,-33.7394,3.93487,0.437667
202000,3,3.19235,-38.1318,1.66233,0.426333
203000,5,2.61813,-35.3079,3.44763,0.396
204000,3,0.226535,-32.4462,2.40162,0.438
205000,2,0.644053,-42.1118,0.758606,0.4286
206000,2,0.541961,-43.3478,0.624257,0.39
207000,3,2.08483,-43.3349,2.4791,0.441
208000,2,1.38848,-40.2039,0.600259,0.445
209000,3,3.79816,-37.1822,1.39089,0.4365
210000,2,-3.03028,-45.4327,1.38622,0.426556
211000,2,-0.269909,-44.1949,0.595231,0.428
212000,5,1.79178,-38.3161,2.58585,0.426333
213000,5,2.37085,-44.0828,2.70718,0.47
214000,5,1.72466,-36.8683,2.5726,0.455
215000,6,1.25379,-38.3306,4.37845,0.421
216000,4,5.28823,-37.6402,1.26409,0.41875
217000,2,0.510827,-44.4229,2.23782,0.447167
218000,4,3.43556,-25.8111,2.52044,0.3815
219000,5,4.64145,-34.2848,2.69317,0.439
220000,4,5.78538,-14.51,0.616666,0.410714
221000,6,5.47778,-28.8596,4.4735,0.364
222000,7,4.17686,-29.4269,5.35347,0.396
223000,4,1.03099,-21.6042,5.67062,0.399
224000,2,-0.576846,-50.9313,1.62902,0.488571
225000,4,6.61909,-42.3507,0.729582,0.455833
226000,4,6.96941,-31.3502,0.840873,0.433
227000,4,3.78958,-15.1913,2.07139,0.3715
228000,5,5.8448,-14.3303,1.55213,0.353
229000,5,4.32786,-13.92,3.19705,0.389
230000,4,2.7068,-16.8627,3.52883,0.393
231000,4,1.5763,-26.4828,4.52201,0.384077
232000,5,5.03654,-25.1246,2.06937,0.4215
233000,4,6.01253,-34.4684,1.59481,0.460143
234000,5,4.01279,-36.1987,4.18336,0.472
235000,6,3.33173,-26.909,4.62748,0.378
236000,4,5.3574,-19.9103,1.86579,0.408
