generation,leftchild,rightchild,abstime,betainit,betashift
0,Physcomitrium_patens,Selaginella_moellendorffii,0,0.5,0
1000,Physcomitrium_patens,Selaginella_moellendorffii,0,0.130669,-0.306346
1000,Theobroma_cacao,NA,511.319,0.140707,-0.0380534
1000,Chenopodium_quinoa,NA,515.617,1.63305,-0.0268658
1000,Selaginella_moellendorffii,Musa_acuminata,99.8576,4.11115,0.0315878
2000,Physcomitrium_patens,Selaginella_moellendorffii,0,0.648912,0.0807602
2000,Pyrus_x_bretschneideri,Rosa_chinensis,428.321,0.588196,-0.0308632
2000,Selaginella_moellendorffii,Musa_acuminata,92.1652,26.0589,0.0315878
3000,Physcomitrium_patens,Selaginella_moellendorffii,0,1.02745,0.0807602
3000,Eucalyptus_grandis,NA,449.776,1.025,-0.0409883
3000,Eucalyptus_grandis,NA,507.515,0.214958,-0.0390232
3000,Momordica_charantia,Cucurbita_maxima,465.376,1.94088,-0.0149617
3000,Quercus_suber,Glycine_max,434.134,0.942685,-0.0555958
3000,Glycine_max,Cicer_arietinum,454.226,1.27435,-0.0740428
3000,Pyrus_x_bretschneideri,Prunus_persica,432.564,0.274337,-0.0308632
3000,Nicotiana_tabacum,Solanum_tuberosum,482.986,0.234214,0.0262189
3000,Selaginella_moellendorffii,NA,507.746,1.74632,0.0294695
4000,Physcomitrium_patens,Selaginella_moellendorffii,0,0.98589,0.0807602
4000,Durio_zibethinus,NA,511.399,0.0486245,0.0564513
4000,Durio_zibethinus,Citrus_sinensis,427.506,0.255819,0.0285273
4000,Citrus_sinensis,NA,456.589,3.49272,0.0366548
4000,Glycine_max,Cicer_arietinum,456.589,1.30494,-0.0740428
4000,Pyrus_x_bretschneideri,Rosa_chinensis,428.133,0.227021,-0.0308632
4000,Lactuca_sativa,Helianthus_annuus,466.41,0.0664729,-0.0422906
4000,Nicotiana_tabacum,Solanum_tuberosum,482.986,0.302721,-0.0922677
4000,Beta_vulgaris,Lactuca_sativa,415.949,0.101003,0.00313687
4000,Amborella_trichopoda,NA,423.611,2.05214,-0.125167
5000,Physcomitrium_patens,Selaginella_moellendorffii,0,1.15254,0.0807602
5000,Physcomitrium_patens,NA,238.754,0.614212,-0.048444
5000,Citrus_sinensis,NA,496.57,0.144053,0.0166729
5000,Durio_zibethinus,Citrus_sinensis,427.506,0.154015,-0.00241128
5000,Glycine_max,Cicer_arietinum,450.789,2.09343,-0.0740428
5000,Malus_domestica,NA,530.949,1.18834,-0.0970491
5000,Pyrus_x_bretschneideri,Rosa_chinensis,428.133,0.259535,-0.0308632
5000,Lactuca_sativa,Helianthus_annuus,474.02,0.107737,-0.0422906
5000,Sesamum_indicum,NA,526.448,0.228029,0.0386919
5000,Nicotiana_tabacum,Solanum_tuberosum,472.785,0.195637,-0.0922677
5000,Beta_vulgaris,Lactuca_sativa,418.387,0.112224,0.00313687
5000,Amborella_trichopoda,NA,449.326,0.013323,-0.080079
6000,Physcomitrium_patens,Selaginella_moellendorffii,0,1.05675,0.0807602
6000,Physcomitrium_patens,NA,90.4562,1.17058,-0.0283084
6000,Physcomitrium_patens,NA,349.94,1.00106,-0.0263681
