transcript_id,num_exon
gnl|WGS:MCGO|BCR33DRAFT_mRNA10198,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA102973,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA10471,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA10874,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA109094,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA109257,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA10940,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA109404,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA109418,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA109441,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA109732,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA109750,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA110174,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA110197,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA110292,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA11039,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA110410,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA110414,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA110437,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA110529,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA110898,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA110996,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA111009,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA112021,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA112076,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA112182,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA112271,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA112575,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA113940,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA114169,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA114381,5
gnl|WGS:MCGO|BCR33DRAFT_mRNA11453,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA114648,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA114718,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA114723,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA114724,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA114831,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA114850,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA114879,12
gnl|WGS:MCGO|BCR33DRAFT_mRNA114958,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA114967,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA115418,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA115430,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA11587,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA116117,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA116215,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA11950,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA119790,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA119954,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA120211,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA120268,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA120667,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA120705,10
gnl|WGS:MCGO|BCR33DRAFT_mRNA120904,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA122177,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA125708,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA126477,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA126587,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA126605,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA127345,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA127380,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA127443,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA127447,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA127463,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA127690,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA127729,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA128569,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA128582,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA128583,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA128666,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA128757,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA128890,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA129047,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA12910,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA129147,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA129264,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA129521,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA129883,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA130030,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA130102,3
gnl|WGS:MCGO|BCR33DRAFT_mRNA130474,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA130490,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA130494,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA130880,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA131028,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA131072,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA131073,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA131106,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA131255,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA131823,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA132080,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA132084,5
gnl|WGS:MCGO|BCR33DRAFT_mRNA132087,2
gnl|WGS:MCGO|BCR33DRAFT_mRNA132160,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA132314,5
gnl|WGS:MCGO|BCR33DRAFT_mRNA132471,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA132487,4
gnl|WGS:MCGO|BCR33DRAFT_mRNA132493,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA13374,1
gnl|WGS:MCGO|BCR33DRAFT_mRNA13520,4
