transcript_id,num_exon
gnl|WGS:NHYD|auto000051,5
gnl|WGS:NHYD|auto000063,1
gnl|WGS:NHYD|auto000064,3
gnl|WGS:NHYD|auto000069,4
gnl|WGS:NHYD|auto000071,4
gnl|WGS:NHYD|auto000073,2
gnl|WGS:NHYD|auto000087,21
gnl|WGS:NHYD|auto000107,3
gnl|WGS:NHYD|auto000109,5
gnl|WGS:NHYD|auto000110,1
gnl|WGS:NHYD|auto000111,1
gnl|WGS:NHYD|auto000117,1
gnl|WGS:NHYD|auto000127,2
gnl|WGS:NHYD|auto000128,1
gnl|WGS:NHYD|auto000131,3
gnl|WGS:NHYD|auto000135,5
gnl|WGS:NHYD|auto000137,11
gnl|WGS:NHYD|auto000139,3
gnl|WGS:NHYD|auto000141,1
gnl|WGS:NHYD|auto000157,4
gnl|WGS:NHYD|auto000179,8
gnl|WGS:NHYD|auto000187,3
gnl|WGS:NHYD|auto000189,2
gnl|WGS:NHYD|auto000191,3
gnl|WGS:NHYD|auto000193,8
gnl|WGS:NHYD|auto000195,3
gnl|WGS:NHYD|auto000197,2
gnl|WGS:NHYD|auto000203,3
gnl|WGS:NHYD|auto000211,1
gnl|WGS:NHYD|auto000212,2
gnl|WGS:NHYD|auto000215,2
gnl|WGS:NHYD|auto000217,1
gnl|WGS:NHYD|auto000219,2
gnl|WGS:NHYD|auto000223,2
gnl|WGS:NHYD|auto000224,1
gnl|WGS:NHYD|auto000229,1
gnl|WGS:NHYD|auto000237,2
gnl|WGS:NHYD|auto000239,5
gnl|WGS:NHYD|auto000245,3
gnl|WGS:NHYD|auto000247,1
gnl|WGS:NHYD|auto000263,8
gnl|WGS:NHYD|auto000265,3
gnl|WGS:NHYD|auto000267,1
gnl|WGS:NHYD|auto000268,2
gnl|WGS:NHYD|auto000275,1
gnl|WGS:NHYD|auto000276,1
gnl|WGS:NHYD|auto000283,2
gnl|WGS:NHYD|auto000285,3
gnl|WGS:NHYD|auto000297,3
gnl|WGS:NHYD|auto000299,5
gnl|WGS:NHYD|auto000301,2
gnl|WGS:NHYD|auto000303,1
gnl|WGS:NHYD|auto000305,1
gnl|WGS:NHYD|auto000307,2
gnl|WGS:NHYD|auto000309,1
gnl|WGS:NHYD|auto000310,1
gnl|WGS:NHYD|auto000313,1
gnl|WGS:NHYD|auto000315,9
gnl|WGS:NHYD|auto000319,2
gnl|WGS:NHYD|auto000321,1
gnl|WGS:NHYD|auto000323,3
gnl|WGS:NHYD|auto000389,2
gnl|WGS:NHYD|auto000405,2
gnl|WGS:NHYD|auto000407,1
gnl|WGS:NHYD|auto000411,1
gnl|WGS:NHYD|auto000419,4
gnl|WGS:NHYD|auto000421,5
gnl|WGS:NHYD|auto000423,2
gnl|WGS:NHYD|auto000425,7
gnl|WGS:NHYD|auto000441,5
gnl|WGS:NHYD|auto000443,2
gnl|WGS:NHYD|auto000445,2
gnl|WGS:NHYD|auto000446,1
gnl|WGS:NHYD|auto000451,1
gnl|WGS:NHYD|auto000453,5
gnl|WGS:NHYD|auto000455,2
gnl|WGS:NHYD|auto000463,3
gnl|WGS:NHYD|auto000465,1
gnl|WGS:NHYD|auto000467,5
gnl|WGS:NHYD|auto000469,2
gnl|WGS:NHYD|auto000473,2
gnl|WGS:NHYD|auto000475,1
gnl|WGS:NHYD|auto000476,4
gnl|WGS:NHYD|auto000495,4
gnl|WGS:NHYD|auto000499,1
gnl|WGS:NHYD|auto000501,3
gnl|WGS:NHYD|auto000505,1
gnl|WGS:NHYD|auto000509,2
gnl|WGS:NHYD|auto000511,2
gnl|WGS:NHYD|auto000513,6
gnl|WGS:NHYD|auto000515,2
gnl|WGS:NHYD|auto000531,5
gnl|WGS:NHYD|auto000535,1
gnl|WGS:NHYD|auto000567,1
gnl|WGS:NHYD|auto000583,1
gnl|WGS:NHYD|auto000593,3
gnl|WGS:NHYD|auto000595,1
gnl|WGS:NHYD|auto000597,2
gnl|WGS:NHYD|auto000598,1
gnl|WGS:NHYD|auto000603,2
gnl|WGS:NHYD|auto000605,1
gnl|WGS:NHYD|auto000607,2
gnl|WGS:NHYD|auto000615,1
gnl|WGS:NHYD|auto000616,1
gnl|WGS:NHYD|auto000621,1
gnl|WGS:NHYD|auto000623,2
gnl|WGS:NHYD|auto000633,3
gnl|WGS:NHYD|auto000635,3
gnl|WGS:NHYD|auto000641,3
gnl|WGS:NHYD|auto000645,2
gnl|WGS:NHYD|auto000691,2
gnl|WGS:NHYD|auto000698,5
gnl|WGS:NHYD|auto000705,2
gnl|WGS:NHYD|auto000717,2
gnl|WGS:NHYD|auto000719,9
gnl|WGS:NHYD|auto000721,6
gnl|WGS:NHYD|auto000725,1
gnl|WGS:NHYD|auto000727,5
gnl|WGS:NHYD|auto000729,5
gnl|WGS:NHYD|auto000731,2
gnl|WGS:NHYD|auto000733,3
gnl|WGS:NHYD|auto000735,3
gnl|WGS:NHYD|auto000753,2
gnl|WGS:NHYD|auto000755,4
gnl|WGS:NHYD|auto000757,2
gnl|WGS:NHYD|auto000765,1
gnl|WGS:NHYD|auto000768,2
gnl|WGS:NHYD|auto000771,1
gnl|WGS:NHYD|auto000781,3
gnl|WGS:NHYD|auto000783,8
gnl|WGS:NHYD|auto000793,5
gnl|WGS:NHYD|auto000795,2
gnl|WGS:NHYD|auto000797,2
gnl|WGS:NHYD|auto000809,1
gnl|WGS:NHYD|auto000810,1
gnl|WGS:NHYD|auto000827,1
gnl|WGS:NHYD|auto000829,1
gnl|WGS:NHYD|auto000875,4
gnl|WGS:NHYD|auto000877,1
gnl|WGS:NHYD|auto000882,1
gnl|WGS:NHYD|auto000885,4
gnl|WGS:NHYD|auto000889,4
gnl|WGS:NHYD|auto000893,2
gnl|WGS:NHYD|auto000895,1
gnl|WGS:NHYD|auto000896,1
gnl|WGS:NHYD|auto000899,1
gnl|WGS:NHYD|auto000901,1
gnl|WGS:NHYD|auto000903,12
gnl|WGS:NHYD|auto000947,1
gnl|WGS:NHYD|auto000965,2
gnl|WGS:NHYD|auto000973,10
gnl|WGS:NHYD|auto000975,4
gnl|WGS:NHYD|auto000981,5
gnl|WGS:NHYD|auto000985,2
gnl|WGS:NHYD|auto000988,1
gnl|WGS:NHYD|auto000991,4
gnl|WGS:NHYD|auto000993,1
