generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-115462,1,1
1000,4,0.579725,-131.976,3.43454,0.651
2000,2,-2.71904,-42.3123,0.883381,0.612
3000,0,-0.41565,-10.3154,1.3734,0.590803
4000,1,-3.51235,-15.5409,0.205256,0.529
5000,0,-1.90824,-13.659,1.77788,0.583667
6000,0,-0.015396,-7.51237,0.353367,0.559
7000,0,-1.56422,-17.5894,0.480155,0.60677
8000,0,-0.908042,-18.271,0.0933501,0.602
9000,1,-0.841352,-16.249,1.58727,0.598
10000,2,-2.19563,-12.715,2.045,0.558
11000,0,0.657096,-21.9827,0.465768,0.604
12000,0,1.67312,-9.95667,0.0767358,0.55225
13000,1,-0.614942,-7.81317,1.22491,0.548
14000,0,1.47918,-7.98106,0.0487937,0.575
15000,0,1.05498,-5.69744,0.525796,0.551
16000,0,0.949653,-8.80967,0.230796,0.5489
17000,1,1.27925,-0.766934,0.983958,0.519
18000,1,-0.622546,4.19571,1.14936,0.451
19000,0,0.879364,-9.24546,0.601671,0.54475
20000,0,1.18715,-6.93958,0.279077,0.538
21000,1,-0.209872,-16.6329,1.05112,0.591305
22000,1,2.31788,2.73461,1.03156,0.46975
23000,1,-2.12462,-6.63561,2.15035,0.539667
24000,1,-1.02778,-7.98552,2.19512,0.567667
25000,1,1.23187,-4.66139,1.43779,0.51
26000,1,1.10757,-4.65057,1.40413,0.495
27000,1,0.752912,-11.4816,0.865949,0.585
28000,1,1.7988,1.2568,0.917039,0.5226
29000,2,1.0726,4.40341,2.54087,0.493
30000,2,2.21083,3.22022,1.56378,0.445
31000,1,1.42786,1.34478,1.04194,0.505
32000,1,1.94493,2.71114,0.530737,0.485
33000,1,1.14709,-2.90672,1.17331,0.531
34000,0,1.83738,0.591368,0.0720063,0.569348
35000,0,0.990882,-7.89737,0.134099,0.539125
36000,2,-2.7099,0.863997,5.94107,0.511125
37000,3,2.60671,1.31877,1.2287,0.5025
38000,1,-0.628364,3.81444,0.333081,0.459
39000,1,0.337873,3.2375,0.580925,0.419
40000,1,1.63875,10.4577,0.324229,0.485333
41000,1,1.03835,12.0775,2,0.405
42000,1,1.56969,13.824,0.93455,0.385
43000,0,0.917086,-0.153418,1.13108,0.505333
44000,1,2.00009,3.96668,0.278861,0.4508
45000,1,1.41361,6.00919,0.872435,0.47
46000,1,1.38789,4.09784,1.23611,0.486
47000,1,1.26247,3.98318,1.04114,0.435
48000,1,-0.0087665,5.02611,2.75076,0.507
49000,0,0.807686,-10.5022,0.614445,0.549714
50000,0,0.909546,-6.21257,0.538352,0.545
51000,0,0.464347,-7.83947,0.888858,0.563
52000,0,0.687754,-11.8396,0.691399,0.529
53000,0,1.31539,-13.3045,0.116494,0.583
54000,0,1.72844,4.15246,0.294663,0.444636
55000,2,2.70196,7.58316,2.5166,0.444462
56000,0,1.82718,2.04229,0.190124,0.5015
57000,0,1.88747,2.22405,0.136884,0.481
58000,1,0.358763,5.07,0.695644,0.438333
59000,1,-1.40656,5.68861,1.90394,0.450091
60000,1,0.226749,7.88204,0.66053,0.379
61000,1,1.47787,2.9321,0.260126,0.434
62000,2,-0.42718,10.2484,0.830949,0.495889
63000,1,1.82731,3.13564,0.993406,0.478
64000,0,-0.546944,1.40326,0.391679,0.473429
65000,2,-0.046792,-0.91838,0.811506,0.484
66000,2,2.45542,5.40263,0.838184,0.414
67000,1,2.29138,4.62096,0.461658,0.448
68000,1,-0.931035,-1.59661,0.397025,0.523
69000,2,2.29514,-4.10285,2.29534,0.467364
70000,1,0.569359,13.71,3.08003,0.479
71000,1,2.64796,9.54765,1.10428,0.42
72000,1,-0.143296,6.33726,0.878274,0.443545
73000,2,0.479224,5.87384,1.95478,0.394
74000,4,-0.118102,-1.6112,4.44058,0.4992
75000,2,0.666024,4.58864,0.555307,0.453857
76000,2,2.39109,4.85118,0.479772,0.464
77000,2,0.949337,8.49376,2.92556,0.520333
78000,3,0.087908,9.03845,1.19469,0.509
79000,2,3.70951,-0.681093,0.681729,0.508
80000,1,1.03177,0.421228,1.41808,0.531
81000,1,1.7887,4.82417,0.721786,0.5
82000,1,-0.622929,15.2866,0.435237,0.483727
83000,1,-5.83149,4.81641,2.31761,0.382
84000,2,0.0776859,16.4889,0.589601,0.396875
85000,2,-1.11555,17.7117,2.03302,0.246
86000,0,0.583442,0.925779,1.12061,0.487
87000,1,0.2881,3.62422,0.20436,0.31
88000,0,1.4846,6.789,0.451,0.4725
89000,1,3.02317,6.12752,0.433269,0.474
90000,0,1.31667,6.16206,0.449012,0.479
91000,0,1.49109,-0.00104693,0.260732,0.503
92000,1,0.683077,11.3001,1.87338,0.445778
93000,1,0.80121,8.68973,1.73355,0.441
94000,2,3.5559,15.5701,0.457897,0.407571
95000,1,2.06431,11.4407,0.535397,0.395
96000,1,1.43275,15.4859,0.853887,0.35
97000,2,3.21249,8.5104,1.79927,0.381
98000,2,0.253119,5.39015,3.17927,0.369
99000,1,1.50885,11.8322,0.771189,0.411
100000,1,2.90699,9.47302,0.250929,0.455889
101000,2,3.13827,8.79179,1.77284,0.468
102000,1,1.03995,4.75427,1.08761,0.452333
103000,1,2.05433,10.3038,0.442744,0.446
104000,1,3.26741,6.99877,0.214778,0.477667
105000,1,1.08378,5.24534,0.394157,0.439
106000,2,2.23835,7.22546,0.81384,0.429
107000,1,2.69335,6.20297,0.749876,0.466667
108000,1,0.851866,4.92306,1.11675,0.418
109000,1,0.687581,7.08712,0.672676,0.473
110000,1,1.68762,11.0581,0.483391,0.435
111000,1,2.05443,11.023,0.204885,0.357
112000,1,-0.728928,8.73663,1.34962,0.422077
113000,1,0.273548,9.73041,0.661083,0.448
114000,1,1.54362,15.0254,0.595029,0.4315
115000,3,1.20456,10.4737,1.94237,0.421167
116000,2,3.65814,7.1683,1.1953,0.489222
117000,1,2.25523,7.26073,0.651854,0.49
118000,1,2.39446,3.2899,0.967029,0.523
119000,1,1.40578,6.41398,1.76988,0.528
120000,2,3.29162,5.83436,1.97882,0.542
121000,2,4.0433,7.83911,0.803989,0.477
122000,1,2.91242,4.41116,0.573004,0.468
123000,1,3.24817,13.4488,0.329119,0.407
124000,3,3.30499,5.33653,1.33826,0.425778
125000,1,3.13148,10.2828,0.221367,0.399364
126000,1,0.756585,8.69262,1.90717,0.501
127000,1,-0.432853,-0.848203,0.922992,0.48
128000,1,1.5442,11.1526,0.750368,0.412
129000,1,0.109872,8.46034,0.535133,0.394
130000,0,-1.21479,6.23056,2.25849,0.479286
131000,1,-2.00316,1.09484,2.80091,0.456
132000,0,1.45432,3.21886,0.108567,0.4645
133000,0,1.02113,5.51489,0.545192,0.449
134000,1,0.979518,9.52709,0.816363,0.443667
135000,0,0.913253,-1.48766,0.00994707,0.467
136000,1,-1.39091,6.57492,0.331291,0.4105
137000,1,-2.86237,9.19836,3.3777,0.377
138000,1,0.964633,7.25174,0.0810674,0.422
139000,0,-0.982378,0.746819,0.277294,0.4065
140000,1,1.56302,16.1593,0.932386,0.38
141000,1,1.5522,15.5541,1.12634,0.328
142000,1,1.32612,13.4645,0.30536,0.403069
143000,1,0.330967,12.6906,0.349217,0.372
144000,1,-0.142443,8.34477,0.835017,0.39
145000,1,-0.257705,0.286432,0.365863,0.399
146000,2,2.788,6.83118,0.728101,0.42385
147000,1,0.188477,12.5631,2.07574,0.423
148000,2,0.246882,0.241326,2.02989,0.48025
149000,1,0.622068,4.81995,2.66337,0.509
150000,1,-1.29237,1.53885,4.18484,0.5118
151000,1,0.880673,10.3559,1.23955,0.47975
152000,1,2.19758,16.102,0.852822,0.384
153000,1,0.232358,15.4587,1.90849,0.364
154000,1,2.17882,11.8931,0.778311,0.46925
155000,1,2.38562,12.7806,0.803869,0.366
156000,1,0.825948,15.6613,0.23518,0.465
157000,1,-0.857486,9.80148,1.51973,0.406
158000,1,1.66279,10.598,1.06087,0.456
159000,1,2.00779,11.2003,0.279213,0.3975
160000,1,-0.142094,3.08318,0.228437,0.473636
161000,1,-1.29847,4.94443,1.39205,0.485
162000,1,1.50918,8.0419,1.19855,0.428
163000,1,-1.72908,4.61714,0.679822,0.44225
164000,2,-2.74889,6.72347,1.90579,0.433
165000,1,2.01894,3.28829,1.37397,0.416333
166000,1,2.97858,9.53656,0.394156,0.457
167000,3,1.73317,9.46206,2.932,0.42
168000,1,0.644987,7.4041,1.11421,0.444
169000,2,-0.510945,12.1008,2.0717,0.384
170000,1,2.79795,9.39897,1.12221,0.418
171000,1,0.555521,8.62967,2.46521,0.4232
172000,1,3.6568,4.59807,0.144207,0.513091
173000,1,2.31134,7.60876,1.71067,0.495333
174000,3,5.67883,4.1383,1.28425,0.497
175000,1,2.23888,13.7245,0.84922,0.452
176000,1,2.08744,11.7946,0.993745,0.432
177000,0,-0.242867,-4.90576,2.15144,0.5392
178000,2,1.97908,9.85471,2.16117,0.4445
179000,2,3.5175,10.8826,1.73979,0.404
180000,1,1.52473,8.21232,1.71344,0.381
181000,1,2.81708,9.20363,0.85735,0.459
182000,1,3.05039,4.10125,0.576012,0.474
183000,1,2.53819,7.3497,0.368132,0.433833
184000,2,2.12979,6.04453,1.40838,0.464
185000,1,0.722313,3.96854,1.24075,0.497
186000,1,2.38374,10.4635,0.411708,0.453
187000,1,0.275579,12.2402,2.01293,0.4438
188000,0,0.35899,3.46676,0.54911,0.4925
189000,1,1.8488,9.99393,0.227552,0.423667
190000,1,2.76972,12.8818,0.341354,0.408
191000,4,3.63673,7.49991,1.86368,0.395
192000,2,3.32106,-1.06335,1.51524,0.5088
193000,2,2.51311,6.88767,0.672171,0.416333
194000,1,1.95107,12.6571,0.911317,0.411
195000,3,3.91784,10.1482,1.66058,0.393
196000,1,1.3467,8.03056,1.2921,0.4502
197000,1,0.165711,12.2502,1.03632,0.426
198000,2,1.08549,13.24,1.21465,0.4105
199000,1,0.751819,10.1331,1.7225,0.39
200000,0,1.7001,-1.633,0.234595,0.500667
201000,0,-0.0388628,-0.917637,2.00149,0.524
202000,1,1.4617,3.53252,0.667301,0.4286
203000,1,1.92386,12.9917,0.600404,0.466
204000,1,1.99199,14.0352,0.501177,0.405
205000,1,3.34711,10.4348,0.498244,0.49
206000,1,2.55837,13.2542,0.69494,0.419143
207000,0,0.0684875,2.64303,0.971893,0.508167
208000,1,2.41717,13.2874,0.802126,0.3795
209000,1,1.54069,15.4651,2.15476,0.354
210000,1,2.30569,1.18048,1.273,0.514667
211000,0,1.824,6.05355,0.237351,0.48225
212000,0,1.58075,2.4375,0.480745,0.452
213000,1,3.52344,3.21271,0.394985,0.462
214000,2,1.16998,13.5426,1.22893,0.346
215000,1,3.7893,5.62167,0.327608,0.4473
216000,0,1.77672,-1.43682,0.270434,0.494
217000,4,2.7829,12.8538,3.07629,0.420333
218000,0,0.64076,-3.2286,1.37727,0.480125
219000,1,3.11529,11.1089,0.413309,0.401
220000,0,1.43342,3.1889,0.596513,0.53
221000,0,-0.808286,5.30689,2.20209,0.49975
222000,0,1.02113,0.304329,0.370853,0.472
223000,0,-1.07717,6.16667,0.852571,0.421
224000,0,-0.691614,4.12622,0.467175,0.492
225000,0,1.14994,1.28048,0.232918,0.5116
226000,0,0.565122,1.9562,0.301814,0.4735
227000,0,1.6298,0.222453,0.0331871,0.5375
228000,0,1.82251,1.3141,0.242717,0.481
229000,1,0.288534,-0.135577,1.27932,0.483857
230000,1,2.73432,6.32507,0.899612,0.469
231000,2,3.17993,6.00448,1.49567,0.543
232000,1,2.40154,5.31438,0.98354,0.49
233000,1,-1.93548,2.42607,0.647971,0.5006
234000,1,3.0971,14.9441,0.576961,0.4621
235000,1,1.88389,15.5476,2.10103,0.343
236000,2,0.711426,12.7208,0.44687,0.479
237000,3,-0.0114872,5.48531,1.07724,0.47575
238000,1,1.23698,14.7979,0.954723,0.354333
239000,4,2.72315,17.3459,2.8251,0.351
240000,1,-2.76495,13.8784,3.27259,0.295
241000,2,3.0761,10.9653,1.96212,0.378
242000,2,-0.0302948,9.13002,1.16324,0.471833
243000,2,0.552212,-1.79658,2.29868,0.448833
244000,2,4.15295,-0.318784,0.532206,0.569
245000,0,0.124227,0.678176,0.575291,0.41025
246000,1,1.04752,5.92772,0.586624,0.517
247000,2,-0.591134,4.74141,1.27688,0.513
248000,0,0.968966,-2.00814,0.350149,0.473333
249000,2,-1.95727,-2.81884,2.72673,0.5588
250000,0,1.46736,-0.586692,0.521046,0.513
251000,1,0.527286,6.38107,0.888658,0.461
252000,1,2.94365,-2.56791,0.452478,0.501
253000,1,1.34037,0.430124,0.34169,0.4925
254000,1,1.92271,9.41236,0.363756,0.475
255000,1,3.04993,2.63621,0.260347,0.53
256000,2,3.48736,2.39573,0.415319,0.511222
257000,1,0.397131,14.2357,1.23232,0.44
258000,1,0.70412,13.6129,1.64277,0.467
259000,2,1.38231,9.15972,2.12041,0.368
260000,1,0.617251,6.50655,0.906628,0.438
261000,1,0.302135,9.50473,1.72679,0.46
262000,3,3.86214,12.5617,1.42041,0.359
263000,1,0.805609,1.1575,1.64077,0.508375
264000,1,1.98208,11.2024,0.855143,0.430333
265000,1,1.83345,14.0683,0.225713,0.365
266000,1,1.90831,10.0179,1.02827,0.4095
267000,1,-1.65862,13.4003,4.52546,0.3815
268000,4,0.440592,10.9578,1.71379,0.32
269000,1,1.23452,16.4049,0.283268,0.307
270000,0,1.73556,-2.17158,0.285983,0.519286
271000,1,1.62898,9.43922,1.71845,0.4118
272000,1,1.20862,15.2982,1.0552,0.391
273000,2,-0.0636343,16.1413,1.53327,0.403529
274000,1,0.926871,7.26052,3.09931,0.474
275000,1,3.92225,9.64591,0.153448,0.425
276000,1,3.60574,3.96065,0.484009,0.45
277000,1,2.26856,5.46748,1.72538,0.435
278000,2,1.71551,4.77372,1.99318,0.48
279000,0,0.365397,0.849842,0.541972,0.449
280000,0,1.86127,1.51524,0.0451473,0.488875
281000,1,2.10039,7.51771,0.168415,0.484
282000,0,1.69185,0.952368,0.213682,0.482
283000,1,0.473859,18.9992,1.13706,0.502231
284000,0,0.991565,5.50776,0.332952,0.505455
285000,1,1.3635,-2.77573,0.655897,0.5045
286000,0,1.10719,3.91329,0.284412,0.497
287000,1,2.18955,5.24303,1.10853,0.36025
288000,1,2.37665,5.15155,1.57247,0.44
289000,0,1.34139,0.166631,0.716582,0.5112
290000,1,2.96087,12.4462,0.565552,0.474
291000,1,2.50714,11.3252,1.12498,0.406
292000,0,1.97883,-0.902867,0.0190712,0.46925
293000,0,1.74556,2.72633,0.259771,0.518
294000,0,1.83098,6.17854,0.177884,0.449
295000,0,1.03482,2.43505,0.0633339,0.453
296000,0,0.761499,2.32237,0.34233,0.483
297000,0,1.12246,4.63389,0.91005,0.440667
298000,2,-1.63119,4.70412,1.15125,0.495875
299000,1,1.77495,9.56746,0.351131,0.423
300000,0,0.742815,1.3301,1.17359,0.482929
301000,0,0.661045,5.17262,1.11105,0.4712
302000,0,1.32606,4.95591,0.446154,0.449
303000,0,0.895857,5.2184,0.593002,0.417333
304000,0,0.327909,2.80446,0.37401,0.486
305000,0,1.55062,3.07014,0.166289,0.493
306000,0,1.19928,5.42159,0.435483,0.414
307000,1,-0.722087,9.81494,1.00172,0.472143
308000,0,1.51056,3.61764,0.11942,0.496889
309000,1,0.47314,0.390827,1.50564,0.4965
310000,0,1.87689,3.48074,0.186418,0.509
311000,1,1.42357,15.681,1.01049,0.428333
312000,0,1.55051,-1.26997,0.259297,0.5065
313000,0,0.736545,-0.0880379,1.09109,0.48
314000,1,1.68991,13.7315,1.76983,0.362
315000,1,2.92125,11.1165,0.606923,0.421
316000,0,1.40701,5.11465,0.463403,0.494833
317000,1,2.3837,-2.80928,1.27719,0.50275
318000,0,1.37477,1.55133,0.56092,0.5
319000,0,0.0939212,-0.757573,0.146609,0.496
320000,0,1.54721,1.90558,0.511877,0.474
321000,0,1.92078,0.216931,0.0814636,0.475
322000,0,2.01628,3.73798,0.0363765,0.495063
323000,0,1.81018,0.69634,0.240448,0.462
324000,1,-2.989,0.409338,0.243736,0.435889
325000,0,1.40096,0.809746,0.46589,0.493
326000,0,1.34227,2.05335,0.520581,0.485
327000,0,1.79783,7.52542,0.222864,0.446
328000,0,1.91056,2.12628,0.105704,0.436
329000,0,1.9292,-0.946989,0.0255304,0.472
330000,0,1.4612,7.18977,0.49357,0.525
331000,1,-0.843207,-1.24507,0.575078,0.491714
332000,0,1.10791,-2.57814,0.826252,0.511667
333000,1,1.08943,3.19511,1.27927,0.5165
334000,1,-0.684664,3.92261,0.727368,0.538
335000,1,-0.772104,5.07034,1.92029,0.514
336000,1,2.09461,6.58179,1.44833,0.447833
337000,1,2.88747,11.627,0.662251,0.355
