generation,leftchild,rightchild,abstime,betainit,betashift
0,Drosophila_grimshawi,Drosophila_willistoni,0,0.5,0
1000,Drosophila_grimshawi,Drosophila_willistoni,0,5.53971,0.00149391
1000,Drosophila_sechellia,Drosophila_erecta,26.9544,0.454612,0.000694411
2000,Drosophila_grimshawi,Drosophila_willistoni,0,7.55791,-0.157375
2000,Drosophila_persimilis,NA,24.3007,0.943772,0.129769
2000,Drosophila_sechellia,Drosophila_erecta,26.2397,0.580799,0.000694411
3000,Drosophila_grimshawi,Drosophila_willistoni,0,6.58028,-0.157375
3000,Drosophila_sechellia,Drosophila_ananassae,16.0525,1.91785,0.000694411
4000,Drosophila_grimshawi,Drosophila_willistoni,0,12.0908,-0.114799
4000,Drosophila_simulans,NA,47.867,0.785826,0.0311173
4000,Drosophila_sechellia,Drosophila_erecta,38.2201,0.611061,0.053028
5000,Drosophila_grimshawi,Drosophila_willistoni,0,12.5638,-0.109908
5000,Drosophila_simulans,NA,47.5852,0.598233,0.0311173
6000,Drosophila_grimshawi,Drosophila_willistoni,0,8.76154,-0.109908
6000,Drosophila_persimilis,NA,43.4674,1.42476,0.0587685
6000,Drosophila_sechellia,Drosophila_simulans,46.1547,0.45176,0.0311173
7000,Drosophila_grimshawi,Drosophila_willistoni,0,4.02558,-0.140673
7000,Drosophila_willistoni,NA,46.2205,0.592376,0.0125163
7000,Drosophila_sechellia,Drosophila_simulans,45.9838,3.01571,0.0311173
8000,Drosophila_grimshawi,Drosophila_willistoni,0,0.694279,-0.140673
8000,Drosophila_sechellia,Drosophila_simulans,45.2963,0.488878,-0.0186251
8000,Drosophila_ananassae,NA,22.6997,0.0321973,-0.0711503
9000,Drosophila_grimshawi,Drosophila_willistoni,0,3.51527,-0.119289
9000,Drosophila_grimshawi,NA,33.0286,1.05789,-0.0199727
9000,Drosophila_persimilis,NA,30.5613,4.1829,-0.0600468
9000,Drosophila_persimilis,NA,37.0506,0.117933,-0.0238173
9000,Drosophila_persimilis,Drosophila_sechellia,7.11812,0.192704,0.0236109
10000,Drosophila_grimshawi,Drosophila_willistoni,0,0.999955,-0.124164
10000,Drosophila_grimshawi,NA,36.242,0.89098,0.0173347
10000,Drosophila_sechellia,Drosophila_melanogaster,42.8001,5.18232,-0.0676933
11000,Drosophila_grimshawi,Drosophila_willistoni,0,2.30692,-0.124164
11000,Drosophila_grimshawi,NA,36.0605,0.175897,0.00988865
11000,Drosophila_grimshawi,NA,39.0937,0.396129,-0.0722035
11000,Drosophila_persimilis,NA,19.8831,0.276819,-0.0144971
11000,Drosophila_sechellia,Drosophila_melanogaster,43.2937,2.30904,0.0883592
12000,Drosophila_grimshawi,Drosophila_willistoni,0,0.938756,-0.140673
12000,Drosophila_sechellia,Drosophila_melanogaster,43.5858,0.291294,0.0188599
13000,Drosophila_grimshawi,Drosophila_willistoni,0,0.964361,-0.140673
13000,Drosophila_sechellia,Drosophila_simulans,45.7406,1.14077,0.0188599
14000,Drosophila_grimshawi,Drosophila_willistoni,0,1.97357,-0.124164
14000,Drosophila_sechellia,Drosophila_simulans,45.2948,0.676762,-0.026294
15000,Drosophila_grimshawi,Drosophila_willistoni,0,2.40555,-0.11369
