generation,leftchild,rightchild,abstime,betainit,betashift
0,Drosophila_grimshawi,Drosophila_willistoni,0,0.5,0
1000,Drosophila_grimshawi,Drosophila_willistoni,0,8.10987,0
1000,Drosophila_grimshawi,NA,14.0201,0.0411838,-0.0807328
1000,Drosophila_mojavensis,NA,36.0909,0.164697,-0.0711525
1000,Drosophila_mojavensis,Drosophila_virilis,10.845,2.18029,-0.0115442
1000,Drosophila_persimilis,Drosophila_sechellia,1.49594,0.231912,-0.026971
2000,Drosophila_grimshawi,Drosophila_willistoni,0,10.1113,-0.0530523
2000,Drosophila_grimshawi,NA,41.408,1.26466,-0.0806213
2000,Drosophila_persimilis,Drosophila_sechellia,1.87715,0.147701,-0.026971
3000,Drosophila_grimshawi,Drosophila_willistoni,0,8.83027,-0.0958512
3000,Drosophila_grimshawi,NA,32.725,2.09307,0.0309658
3000,Drosophila_grimshawi,Drosophila_mojavensis,4.91175,0.158875,0.0168508
3000,Drosophila_sechellia,Drosophila_simulans,46.6842,2.15366,0.0571455
3000,Drosophila_persimilis,Drosophila_sechellia,0.798403,0.11684,-0.0253273
4000,Drosophila_grimshawi,Drosophila_willistoni,0,7.26204,-0.0958512
4000,Drosophila_grimshawi,Drosophila_mojavensis,6.47172,0.124801,-0.0143065
4000,Drosophila_sechellia,Drosophila_simulans,45.8981,1.48782,0.0640038
4000,Drosophila_yakuba,NA,45.9939,0.398485,-0.0220995
4000,Drosophila_ananassae,NA,34.5511,0.848761,0.00926993
4000,Drosophila_persimilis,Drosophila_sechellia,0.728222,0.0564819,-0.0253273
5000,Drosophila_grimshawi,Drosophila_willistoni,0,5.35968,-0.0508879
5000,Drosophila_grimshawi,Drosophila_mojavensis,1.15716,0.0254002,0.0181711
5000,Drosophila_sechellia,Drosophila_simulans,46.2263,1.05396,0.0640038
5000,Drosophila_persimilis,Drosophila_sechellia,2.59347,0.0410618,-0.0253273
6000,Drosophila_grimshawi,Drosophila_willistoni,0,4.84498,0.0422956
6000,Drosophila_grimshawi,Drosophila_mojavensis,0.115449,0.0257447,-0.0461896
6000,Drosophila_sechellia,NA,47.9335,1.13619,0.0640038
6000,Drosophila_persimilis,Drosophila_sechellia,5.25906,0.145904,-0.0626696
7000,Drosophila_grimshawi,Drosophila_willistoni,0,2.75788,0.0422956
7000,Drosophila_grimshawi,Drosophila_mojavensis,3.54678,0.0531146,-0.0461896
7000,Drosophila_willistoni,NA,10.5342,0.505417,0.0156033
7000,Drosophila_sechellia,NA,47.1795,1.50252,-0.0228114
7000,Drosophila_persimilis,Drosophila_sechellia,1.74563,1.26723,0.0152306
7000,Drosophila_persimilis,Drosophila_sechellia,5.8204,0.0665728,-0.0626696
8000,Drosophila_grimshawi,Drosophila_willistoni,0,4.22558,0.0745942
8000,Drosophila_grimshawi,NA,9.72082,0.600222,0.0801424
8000,Drosophila_mojavensis,NA,46.1788,0.0838682,-0.058771
8000,Drosophila_grimshawi,Drosophila_mojavensis,0.114658,0.0782878,-0.0461896
8000,Drosophila_persimilis,Drosophila_sechellia,1.5549,0.0648249,0.0335849
9000,Drosophila_grimshawi,Drosophila_willistoni,0,3.22043,0.0745942
9000,Drosophila_grimshawi,Drosophila_mojavensis,0.773718,0.040112,0.00228185
9000,Drosophila_persimilis,Drosophila_sechellia,2.53232,0.102334,0.0335849
10000,Drosophila_grimshawi,Drosophila_willistoni,0,3.01717,-0.0392845
10000,Drosophila_mojavensis,NA,46.3459,0.106041,0.054278
10000,Drosophila_grimshawi,Drosophila_mojavensis,2.01518,0.0629337,0.00228185
10000,Drosophila_ananassae,NA,17.6179,0.979458,-0.0369887
10000,Drosophila_persimilis,Drosophila_sechellia,2.07064,0.108227,0.112141
