generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-108649,1,0
1000,1,-8.45854,-42.5603,1.5692,0.648352
2000,0,-1.44644,-29.3213,0.242988,0.606
3000,0,-2.22674,-30.5676,0.160626,0.625458
4000,0,1.50926,-8.54801,0.0559543,0.58525
5000,0,-1.31124,-29.1535,0.332774,0.631667
6000,1,-0.00793192,-24.0487,0.324582,0.601
7000,3,0.920533,-23.2797,4.45405,0.591
8000,0,-1.08036,-23.5615,0.212113,0.617923
9000,2,2.42875,-10.21,0.799946,0.570667
10000,0,0.601626,-10.4487,0.725548,0.528333
11000,0,0.344485,-11.3224,0.99083,0.54
12000,5,3.08986,-16.6035,3.4115,0.5126
13000,5,0.744362,-10.6083,2.46097,0.51
14000,3,0.179709,-12.4759,2.55978,0.594
15000,2,3.02865,-13.6447,1.25593,0.560333
16000,3,3.07724,-13.4556,2.18939,0.526
17000,2,0.303315,-15.4246,1.14298,0.5505
18000,1,2.19537,-12.1424,0.480692,0.596
19000,0,0.813987,-9.35404,0.409395,0.557
20000,0,0.607416,-11.5242,0.531525,0.532
21000,0,1.04673,-12.9869,0.176418,0.547
22000,0,-0.86694,-15.9966,0.965117,0.564143
23000,1,0.237825,-16.3267,1.05662,0.547
24000,1,-1.1231,-14.4635,1.05353,0.561375
25000,1,-1.31473,-14.5614,1.6583,0.572
26000,6,-1.03574,-23.7373,4.2359,0.567
27000,7,-2.05789,-18.2329,5.67052,0.579
28000,2,-1.76736,-18.3942,1.10338,0.571
29000,0,1.18944,-12.8902,0.144934,0.537
30000,4,4.66326,-12.0442,1.82618,0.5665
31000,3,3.81471,-15.6702,0.40566,0.564
32000,2,1.48596,-19.0954,1.71618,0.62
33000,2,-1.1112,-12.5066,1.39404,0.579
34000,0,-0.468474,-13.0965,0.977876,0.571
35000,1,-0.650861,-1.99613,0.788052,0.557667
36000,1,-0.998721,2.22739,1.26183,0.43
37000,1,0.677303,3.51171,1.38316,0.53825
38000,3,1.47761,-6.44923,2.26539,0.451
39000,1,3.07756,-3.37478,0.196686,0.507
40000,1,2.82746,1.40027,0.433732,0.493
41000,0,0.702961,-11.0526,0.176753,0.529
42000,0,0.128069,-12.9428,0.737,0.551
43000,1,0.911611,2.29853,0.730869,0.47
44000,2,4.42027,0.310285,0.660068,0.47175
45000,1,-0.652874,5.36021,3.85934,0.468
46000,1,0.930523,6.01621,1.25381,0.439
47000,0,1.618,-4.37597,0.137353,0.522
48000,1,3.06575,-3.42981,0.349071,0.4914
49000,1,0.638047,4.19332,0.60955,0.419333
50000,1,-0.818191,5.78416,0.79296,0.491
51000,1,-0.89278,8.56782,0.342304,0.412
52000,2,1.17548,3.97269,1.18294,0.459
53000,1,0.069092,7.25171,1.18384,0.458
54000,1,-0.159567,3.20967,1.36324,0.451
55000,1,0.465838,-7.58827,0.632423,0.49
56000,1,0.287636,-3.15414,1.02185,0.553
57000,1,-1.35767,1.36211,2.6313,0.491
58000,1,0.288715,-1.16589,0.911288,0.542
59000,1,0.492402,-5.78996,0.913177,0.557
60000,2,-0.107064,-4.45157,3.43161,0.526
61000,1,-1.07866,5.40351,2.28562,0.503
62000,1,2.11399,-8.6156,0.379716,0.52795
63000,1,0.840126,2.6711,1.58627,0.517455
64000,1,1.32307,2.71372,1.57021,0.421
65000,1,1.05732,2.51806,0.438337,0.442
66000,2,3.32713,0.332326,0.632004,0.483
67000,1,1.55859,6.65151,0.753804,0.457333
68000,1,-2.48943,5.58401,1.01209,0.393
69000,1,-2.72673,2.10338,1.99212,0.445
70000,0,1.75413,-7.14625,0.248032,0.5295
71000,2,1.65419,3.96163,1.33006,0.4465
72000,1,-0.932672,-3.33898,0.107758,0.5345
73000,1,-0.888495,-3.61048,2.08745,0.586
74000,1,1.25212,-1.53471,0.516662,0.563
75000,1,1.23313,-5.23027,1.86535,0.512
76000,0,1.56444,2.21832,0.236083,0.491517
77000,1,2.77162,4.34411,0.484196,0.4515
78000,0,1.43833,-11.3006,0.334863,0.485667
79000,0,1.78978,-4.85345,0.0836375,0.606
80000,2,4.43505,-1.28918,0.729005,0.49775
81000,1,2.35884,0.702639,1.59569,0.48
82000,1,2.52669,1.96208,0.434551,0.4546
83000,1,2.1111,5.07525,0.904978,0.449
84000,0,0.534968,-13.2118,1.41878,0.5212
85000,0,0.750691,-4.29467,1.2203,0.48775
86000,0,1.42981,-2.15403,0.553353,0.518
87000,0,1.20072,-5.32566,0.846727,0.479
