generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-1.45628e+06,1,0
1000,1,-0.882188,-1781.14,0.991708,0.674
2000,4,2.21133,-19.5225,5.35885,0.57
3000,5,4.13839,-17.7541,3.63705,0.52
4000,5,2.6872,-19.4868,4.51731,0.498
5000,3,1.54881,-11.144,1.66025,0.568
6000,5,-15.4193,-25.5227,1.30214,0.595901
7000,7,-6.07382,-22.3363,6.23039,0.581
8000,1,-5.96197,-17.1293,0.810185,0.570054
9000,1,2.80296,-4.51987,0.149653,0.537718
10000,1,1.72982,-7.74375,0.95488,0.43
11000,1,-4.33115,-1.16914,0.952519,0.359
12000,3,-4.29888,-2.72585,0.604319,0.38
13000,2,-0.834572,-5.67673,3.35282,0.418
14000,1,1.72589,-11.4817,1.30323,0.537714
15000,1,1.00295,0.199905,1.08236,0.411
16000,1,0.323559,4.18081,0.298922,0.356
17000,1,-3.8786,-13.0558,3.89936,0.488
18000,1,1.13732,-3.05523,0.388195,0.45025
19000,2,1.40267,2.22442,0.872382,0.395
20000,1,-1.67296,2.19194,0.621323,0.349
21000,1,-3.92924,4.09193,1.94704,0.32
22000,2,-4.53321,3.09971,4.38698,0.405375
23000,1,-0.78911,-1.48881,1.71753,0.393
24000,2,-1.3791,-8.20751,0.8927,0.422714
25000,1,-1.97629,-1.69132,0.354595,0.368
26000,1,-6.88404,-11.6328,0.0408363,0.431
27000,5,-3.24513,-12.5855,4.45806,0.477
28000,1,-0.692404,-0.29526,0.909502,0.3876
29000,1,-3.92116,-9.27072,1.24638,0.44
30000,1,-4.07629,-8.1899,1.73466,0.381
31000,1,-2.1245,-17.4354,1.56732,0.439
32000,2,-0.892639,-13.6322,1.36069,0.549
33000,1,-2.7361,-9.03837,0.661998,0.435
34000,3,-1.91622,-11.2568,0.209875,0.391
35000,2,-4.2066,-5.76961,0.607093,0.385
36000,1,-0.461551,0.517107,0.816463,0.371545
37000,1,-1.18154,2.37201,1.47605,0.364
38000,1,-0.98459,-0.623522,1.06208,0.374
39000,1,-2.49642,-2.42855,1.97528,0.41013
40000,1,0.117838,-5.5015,1.08461,0.431
41000,1,-0.555955,-5.42971,1.84667,0.378385
42000,1,0.25655,2.95487,0.653636,0.379
43000,1,0.397174,2.6798,0.623467,0.3688
44000,1,-0.0867307,2.20993,0.530548,0.338
45000,1,-1.2161,-8.16555,1.27571,0.425
46000,2,-0.0814923,1.61127,1.9912,0.415833
47000,2,1.82593,-0.909075,0.499838,0.354
48000,1,1.57555,-0.731524,0.218553,0.403
49000,1,0.871195,3.10307,0.299857,0.383
50000,2,0.407251,-4.45401,2.09028,0.366
51000,3,3.24466,-0.166445,0.887813,0.377
52000,2,1.07235,-6.80285,2.08739,0.436286
53000,2,0.739695,0.619124,1.07619,0.388
54000,2,0.256617,3.67639,2.08478,0.350333
55000,4,1.04372,-4.34322,2.35652,0.38
56000,2,-1.01346,-0.42677,2.19672,0.393
57000,1,0.618772,-1.50658,1.34106,0.397
58000,1,-0.517108,-8.83394,0.332811,0.457167
59000,1,-0.917958,-2.55011,0.43916,0.432167
60000,2,-1.19777,-3.06769,4.26567,0.408
61000,3,3.75744,-16.8086,1.6323,0.452154
62000,1,-0.0171122,3.16369,2.05109,0.4376
63000,0,1.95623,-20.1884,0.0056337,0.5495
64000,0,0.893084,-16.6467,1.09623,0.586
65000,1,2.8909,-14.1992,0.460652,0.518
66000,0,1.88365,-16.8959,0.011903,0.55
67000,1,1.91658,-1.40311,0.634103,0.3976
68000,2,0.902705,0.114582,2.65162,0.39
69000,2,-0.295898,-3.23988,3.00173,0.389
70000,1,0.475219,-0.0288398,1.1832,0.341
71000,1,1.04236,1.25737,0.0156114,0.439538
72000,2,1.65513,-4.58887,2.52278,0.388
73000,1,0.695945,-3.41505,1.90127,0.415
74000,2,2.76644,-2.00954,0.978181,0.395
75000,2,2.93704,-5.14609,0.697329,0.3938
76000,1,2.07637,-8.5634,0.320905,0.45
77000,1,1.59366,0.347066,0.629698,0.392
78000,2,1.80082,-4.66089,0.652243,0.413444
79000,1,1.01122,-12.4966,1.08225,0.4536
80000,0,0.738609,-18.2909,1.13913,0.544
81000,2,1.62057,-3.25897,0.777286,0.4115
82000,1,0.587244,-4.14623,0.594211,0.465
83000,3,-2.23091,1.36739,1.70022,0.439
84000,1,-3.12407,2.26189,1.2101,0.352
85000,1,-4.53529,-1.61715,2.43772,0.321
86000,1,-4.63094,0.230681,2.79056,0.41
87000,1,-1.12047,2.21627,0.307792,0.393
88000,1,-1.41897,4.03539,0.16262,0.339
89000,1,-1.51405,-3.12638,1.52387,0.4285
90000,2,2.59175,-7.24089,1.51183,0.466
91000,1,1.14871,-5.06525,1.65427,0.411
92000,1,-0.500789,-7.38679,1.90112,0.521
93000,1,1.01486,-0.772469,0.396905,0.419
94000,1,-1.29752,-2.50848,2.19157,0.339
95000,1,0.703832,-1.43089,0.664609,0.340571
96000,2,0.378841,2.7102,1.681,0.368
97000,1,-1.95356,2.86327,1.93695,0.351
98000,1,0.597764,-2.46705,0.881776,0.349
99000,4,0.489959,-3.34981,2.17955,0.40125
100000,4,2.47645,-6.1504,2.14683,0.448
101000,2,0.100643,-4.60424,1.41349,0.371
102000,1,1.12268,0.813452,1.51473,0.367
103000,2,2.32042,-1.45818,1.49635,0.427667
104000,2,-1.86673,-0.767914,1.72361,0.404
105000,2,2.3266,-9.06806,1.99511,0.54048
106000,0,0.453067,-7.64573,0.158619,0.503
107000,1,2.40782,-8.61808,0.723486,0.458
108000,2,-1.7912,-3.55864,1.71003,0.3617
109000,1,-1.22493,3.11165,1.61806,0.318
110000,1,0.748098,-0.353509,0.314819,0.406
111000,2,3.13893,-15.1024,1.37638,0.457286
112000,1,1.11569,1.36468,0.82175,0.399
113000,1,-0.862727,2.75719,1.9033,0.355
114000,1,2.49553,-6.79843,0.150209,0.44025
115000,2,3.04288,-4.33138,0.622571,0.467
