generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-4.9395e+06,1,1
1000,3,3.41921,-14464.6,1.56441,0.731
2000,3,-3.36049,-3424.81,1.45388,0.806097
3000,6,-12.953,-1176.65,2.27238,0.787
4000,11,-8.9655,-538.201,7.09591,0.761
5000,11,-11.4767,-369.149,5.78504,0.699
6000,9,-12.6199,-336.35,4.30552,0.691
7000,9,-31.1069,-292.223,2.58002,0.699
8000,6,-31.6137,-254.414,2.88186,0.64
9000,6,-35.4459,-233.14,1.67583,0.586
10000,6,-27.4324,-143.446,5.31723,0.557
11000,5,-15.0397,-128.738,4.15602,0.509
12000,6,-15.7252,-85.3717,2.88175,0.435818
13000,4,-12.0542,-90.2412,2.41939,0.409
14000,5,-5.24986,-76.5723,1.78607,0.406
15000,5,-4.50777,-86.7416,4.6936,0.424
16000,4,-2.93185,-88.6981,2.66704,0.429
17000,4,-0.500607,-92.4029,1.19789,0.382
18000,4,4.19381,-114.337,1.82098,0.424
19000,12,-4.2942,-130.395,11.364,0.671596
20000,16,4.5719,-128.444,7.82004,0.444
21000,14,4.77163,-117.934,8.22264,0.386
22000,16,1.86778,-122.077,7.15521,0.398
23000,12,-1.20149,-113.968,6.71513,0.414
24000,12,-1.34051,-105.595,3.93785,0.422
25000,10,2.09532,-96.4386,5.14722,0.405
26000,1,-5.84945,-114.046,1.28138,0.498635
27000,1,-6.15069,-94.7055,0.822227,0.345
28000,1,-8.60688,-86.2041,1.35348,0.35
29000,6,-7.06276,-110.436,4.01225,0.40325
30000,6,-4.44811,-105.816,2.97792,0.4
31000,4,-2.20202,-75.768,5.05716,0.408538
32000,4,-0.589156,-93.1291,2.61473,0.381
33000,3,-1.15547,-84.4262,2.34921,0.384
34000,3,-0.440372,-98.0023,1.38444,0.39
35000,1,1.21504,-80.0699,0.921601,0.382286
36000,5,-0.548526,-92.6357,5.63759,0.397
37000,4,0.993489,-91.6585,1.86334,0.444
38000,4,1.67108,-93.3695,3.02508,0.395
39000,1,0.0586773,-89.0204,1.37805,0.403
40000,1,2.545,-83.1506,0.125347,0.394
41000,0,0.34963,-111.499,0.673986,0.444633
42000,0,1.18011,-114.911,0.0583605,0.411
43000,1,2.05758,-85.7804,0.657789,0.36
44000,6,7.01148,-83.4602,2.05475,0.413833
45000,3,4.67006,-80.34,1.26191,0.376
46000,3,2.06825,-67.4974,3.34269,0.3885
47000,3,2.59847,-81.0418,2.37289,0.36
48000,2,4.61405,-72.2835,0.335439,0.371
