generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-1.28285e+07,1,1
1000,4,2.36654,-13737.2,0.865439,0.817
2000,6,0.678785,-6718.16,2.76873,0.792
3000,6,-12.6423,-1335.2,3.09846,0.77041
4000,9,-11.4558,-1163.44,2.70411,0.628
5000,8,-50.1103,-656.78,5.68209,0.603
6000,1,-107.907,-341.58,1.47083,0.684886
7000,4,-107.346,-343.422,2.29668,0.562
8000,1,-104.058,-319.167,1.82084,0.509
9000,6,-104.445,-298.88,4.06102,0.492
10000,7,-117.686,-283.844,5.19736,0.507
11000,7,-113.381,-287.543,4.17215,0.465
12000,10,-104.216,-290.487,5.82846,0.447
13000,7,-122.204,-267.132,1.59029,0.464
14000,9,-121.81,-252.243,2.54906,0.447
15000,13,-100.877,-274.03,8.00432,0.444
16000,6,-111.226,-277.039,4.58505,0.4505
17000,4,-17.4543,-173.1,3.78277,0.553667
18000,8,-17.731,-160.642,5.58194,0.439
19000,6,-5.97018,-156.372,3.66169,0.456
20000,6,0.0599981,-146.558,2.76568,0.376
21000,7,-6.76333,-162.734,2.93476,0.411
22000,6,-0.698098,-157.482,3.87579,0.442
23000,5,-1.32338,-160.066,1.90838,0.406
24000,5,-3.83527,-161.34,3.45917,0.453
25000,7,-2.02042,-153.525,3.4291,0.429
26000,6,-0.35086,-143.7,1.48462,0.408
27000,9,0.71464,-146.747,2.67985,0.415
28000,10,-2.16881,-145.041,5.49151,0.421
29000,7,-5.09638,-148.365,6.22588,0.419
30000,7,-0.930371,-151.732,3.84352,0.426
31000,5,-68.4494,-209.215,3.95482,0.402875
32000,6,-52.5522,-230.589,1.27467,0.405
33000,9,-50.9166,-234.115,7.5953,0.396
34000,6,-49.0788,-234.894,2.66337,0.394
35000,5,-50.4111,-228.421,2.58238,0.406
36000,4,-65.0091,-212.618,3.36911,0.371
37000,3,-62.4284,-202.278,2.70313,0.424476
38000,6,-47.4279,-211.374,5.25363,0.389
