generation,leftchild,rightchild,abstime,betainit,betashift
0,Ustilaginomycetes,Neocallimastigomycetes,0,0.5,0
1000,Ustilaginomycetes,Neocallimastigomycetes,0,0.24239,0.0814713
1000,Ustilaginomycetes,Malasseziomycetes,601.912,0.97979,0.00454603
1000,Pneumocystidomycetes,Saccharomycetes,392.531,0.505821,-0.0113237
2000,Ustilaginomycetes,Neocallimastigomycetes,0,0.0329467,0.111144
2000,Ustilaginomycetes,Pucciniomycetes,404.955,0.42279,-0.0132539
3000,Ustilaginomycetes,Neocallimastigomycetes,0,0.0536547,0.116311
3000,Ustilaginomycetes,NA,854.496,0.242828,0.035209
3000,Pucciniomycetes,Microbotryomycetes,570.47,0.159255,-0.0431591
3000,Pneumocystidomycetes,Saccharomycetes,338.265,0.503164,-0.0113237
4000,Ustilaginomycetes,Neocallimastigomycetes,0,0.00192355,0
4000,Ustilaginomycetes,Pucciniomycetes,353.122,0.123676,-0.0132539
5000,Ustilaginomycetes,Neocallimastigomycetes,0,0.0014187,0
5000,Ustilaginomycetes,Pucciniomycetes,283.018,0.425511,-0.0132539
6000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000444913,0
6000,Ustilaginomycetes,Pucciniomycetes,348.004,0.150029,-0.0132539
7000,Ustilaginomycetes,Neocallimastigomycetes,0,0.00262632,0.0996031
7000,Ustilaginomycetes,Pucciniomycetes,361.972,0.0748126,-0.0132539
7000,Pneumocystidomycetes,Schizosaccharomycetes,399.302,0.339517,-0.0964289
7000,Dothideomycetes,Sordariomycetes,480.026,0.447607,-0.0443505
8000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000640877,0
8000,Ustilaginomycetes,Wallemiomycetes,513.268,0.0486565,-0.0132539
9000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000454111,0
9000,Ustilaginomycetes,Wallemiomycetes,517.229,0.0776998,-0.0132539
10000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000189481,0
10000,Ustilaginomycetes,Wallemiomycetes,500.226,0.052763,-0.0132539
11000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000275739,0
11000,Ustilaginomycetes,Wallemiomycetes,481.759,0.031649,-0.0132539
12000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000129523,0.0662568
12000,Ustilaginomycetes,Pucciniomycetes,414.983,0.0118442,-0.0132539
13000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000244603,0.0297935
13000,Ustilaginomycetes,Wallemiomycetes,470.46,0.0165039,-0.0132539
14000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000185636,0.0297935
14000,Ustilaginomycetes,Wallemiomycetes,479.645,0.03149,-0.0132539
15000,Ustilaginomycetes,Neocallimastigomycetes,0,0.00019724,0.0784
15000,Ustilaginomycetes,Pucciniomycetes,426.657,0.0211386,-0.0132539
16000,Ustilaginomycetes,Neocallimastigomycetes,0,6.65445e-05,0.064731
16000,Ustilaginomycetes,Pucciniomycetes,466.059,0.00752041,-0.0132539
17000,Ustilaginomycetes,Neocallimastigomycetes,0,3.9759e-05,-0.0125259
17000,Ustilaginomycetes,Malasseziomycetes,551.907,0.532289,-0.0596977
17000,Ustilaginomycetes,Pucciniomycetes,410.224,0.0354705,-0.0132539
17000,Dothideomycetes,Sordariomycetes,490.719,0.182118,-0.0777398
17000,Pneumocystidomycetes,Saccharomycetes,302.494,0.605034,-0.0964289
18000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000177124,-0.0125259
18000,Ustilaginomycetes,Malasseziomycetes,550.092,0.211568,-0.0596977
