generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-2.33514e+09,1,0
1000,5,-44.1852,-4031.76,5.82345,0.537
2000,6,-87.1175,-213.085,3.63922,0.521239
3000,9,-89.2532,-212.514,6.77077,0.532
4000,10,-149.708,-137.053,10.3163,0.519333
5000,15,-146.998,-127.255,5.61498,0.537
6000,14,-105.836,-104.593,9.24536,0.468
7000,13,-99.4046,-104.912,7.35132,0.469
8000,15,-62.0203,-103.283,6.40897,0.498
9000,10,-17.5136,-92.727,3.9859,0.499167
10000,10,-14.6526,-90.0807,4.60576,0.486
11000,8,-11.6128,-87.5553,5.42945,0.435
12000,8,-1.70737,-91.4654,3.14041,0.465
13000,7,-6.45254,-91.4062,7.7563,0.461
14000,8,-4.00198,-89.8323,4.66273,0.447
15000,8,-5.32497,-88.2447,3.4411,0.422
16000,7,-19.3769,-89.3808,2.86257,0.449
17000,8,-12.0244,-87.9257,2.56698,0.387
18000,10,-1.49968,-90.0097,5.57322,0.383667
19000,13,-2.94562,-80.0367,6.56929,0.392
20000,10,-3.59329,-83.6032,5.28681,0.443
21000,8,-19.1122,-81.0955,6.30324,0.388
22000,6,-4.25767,-87.2738,2.01421,0.3645
23000,7,-8.84537,-88.2502,4.49286,0.444
24000,10,-5.57663,-89.5158,6.3461,0.437
25000,7,-20.7076,-80.2509,5.79852,0.454102
26000,6,-14.7093,-82.5656,2.77818,0.352
27000,7,-14.5761,-83.7272,1.9835,0.395
28000,6,-15.1544,-87.5307,3.0227,0.362
29000,9,-7.24421,-102.011,4.27479,0.470535
30000,14,-12.3861,-105.082,9.13692,0.438
31000,11,-3.76502,-84.4598,4.85719,0.432
32000,10,-3.65571,-78.1817,4.56154,0.334
33000,8,-5.40619,-80.8589,3.87767,0.361
34000,9,-6.92087,-83.4656,6.41711,0.367
35000,8,-12.0511,-90.3575,4.04795,0.4422
36000,8,2.3262,-56.7902,3.40198,0.3912
37000,9,5.41236,-55.3612,3.6986,0.38
38000,6,-1.3343,-52.2926,3.68107,0.383
39000,10,-2.89901,-56.1286,6.20801,0.388
40000,9,-14.3523,-85.8955,4.01898,0.380333
41000,8,-8.43524,-76.1889,4.72038,0.378714
42000,9,-1.21225,-69.4398,4.02407,0.397
43000,6,-0.422832,-52.1822,2.74616,0.38375
44000,8,-4.07046,-54.1039,4.12789,0.386
45000,6,-2.43041,-54.2764,3.54828,0.345
46000,9,-14.4036,-80.3439,4.00421,0.395833
47000,9,-7.6762,-62.8172,6.34078,0.3665
48000,6,-11.216,-63.3774,5.39506,0.398
49000,6,-9.24112,-56.9321,3.42576,0.364
50000,8,1.75647,-68.2457,2.70948,0.38675
51000,8,-4.80764,-88.6702,3.37479,0.404062
52000,7,-6.66702,-93.6909,1.62234,0.416
53000,7,-2.37033,-71.9269,5.17356,0.343
54000,8,0.556642,-67.6357,3.0214,0.316
55000,9,-3.39312,-69.9377,7.69678,0.321
56000,12,-4.08068,-69.1245,5.52354,0.336
57000,12,-1.44304,-70.1902,4.70226,0.372
58000,13,-2.61659,-72.7003,7.30968,0.374
59000,9,-5.6275,-74.9986,4.58492,0.373
60000,8,-3.2608,-82.1041,3.25605,0.391
61000,9,0.568321,-81.0468,4.85222,0.386
62000,9,0.33011,-75.2293,4.80479,0.359
63000,8,-0.70321,-76.9258,3.50846,0.376
64000,7,-5.18473,-73.0217,4.98321,0.355
65000,7,1.10627,-45.3505,3.51015,0.369312
66000,6,-0.240758,-41.3036,2.39563,0.373
67000,7,-4.07714,-41.2026,6.25484,0.336
68000,6,-4.03067,-69.6354,2.71818,0.3585
69000,8,-4.895,-70.1809,3.02853,0.328
70000,7,-14.0325,-74.2831,2.90412,0.391
71000,7,-7.64722,-46.294,7.84829,0.36025
72000,9,-4.64594,-43.3082,2.15479,0.36
73000,8,1.14032,-41.9996,2.78927,0.335
74000,8,-4.74785,-36.4351,5.48479,0.329
75000,9,3.83405,-73.7666,4.21498,0.3925
76000,10,0.36254,-69.5018,4.26991,0.391
77000,12,2.86422,-65.7239,4.15105,0.422
78000,6,-3.35928,-42.3328,3.26352,0.31525
79000,8,-1.4026,-28.3757,4.31898,0.350576
80000,6,4.68594,-51.0881,2.71548,0.313
81000,10,-4.78786,-56.6611,6.42088,0.354
82000,10,6.34907,-68.7777,4.7482,0.4294
83000,10,3.88441,-69.8832,4.67685,0.469
84000,12,3.31249,-37.1651,6.56892,0.373
85000,8,1.84352,-34.2604,5.5444,0.362
86000,10,5.59844,-35.8141,4.82205,0.35
87000,8,6.85263,-37.8749,4.30339,0.356
88000,6,4.35241,-32.0937,3.15294,0.379
89000,5,1.38689,-40.8536,2.80822,0.381
90000,5,2.12923,-27.8247,1.88065,0.408
91000,5,-0.22556,-23.72,5.26845,0.391
92000,5,6.13977,-21.4641,2.6692,0.39
93000,7,4.29733,-36.2816,3.31176,0.320692
94000,9,-4.02932,-41.7686,7.85143,0.304
95000,9,3.01257,-43.5019,4.86521,0.369
96000,5,3.10477,-22.8685,2.81743,0.3795
97000,14,12.7809,-50.5307,5.30008,0.4245
98000,10,9.16834,-50.2463,3.87195,0.425
99000,6,0.212401,-47.7648,3.08184,0.36725
100000,7,2.40694,-43.8156,3.07043,0.347
101000,5,0.889528,-43.0592,2.77985,0.361
102000,14,3.4375,-44.9897,7.8881,0.4105
103000,9,-3.00376,-43.4941,4.28726,0.403
104000,4,1.90086,-23.5383,2.76266,0.331375
105000,8,-5.15489,-49.6675,7.31709,0.386042
106000,6,1.74088,-53.5332,1.91054,0.443
107000,5,2.04618,-51.46,1.93564,0.427
108000,4,-0.267858,-57.4597,2.13086,0.41
109000,8,3.6341,-60.4438,2.63852,0.407
110000,8,1.25517,-56.8918,3.67401,0.413
111000,5,-2.42561,-51.3629,2.27078,0.435
112000,8,5.79637,-50.0631,2.34207,0.424
113000,5,3.76786,-25.8278,4.59729,0.3939
114000,5,3.16502,-21.1308,1.36978,0.3316
115000,4,0.901803,-19.4756,2.29781,0.366
116000,4,1.87108,-20.029,4.0017,0.347
117000,4,4.09137,-22.9091,2.10608,0.355
118000,5,-0.522199,-12.4189,3.86998,0.325
119000,7,-0.955166,-12.4397,4.8046,0.322
120000,4,-3.34183,-13.115,3.56341,0.361
121000,5,-1.14115,-10.7624,4.19011,0.322
122000,5,5.59321,-17.1969,2.65267,0.327
123000,8,9.99967,-21.3433,3.58879,0.3799
124000,11,8.00797,-30.6934,4.8115,0.326
125000,7,4.55321,-25.7069,4.88267,0.32
126000,6,2.91755,-28.8245,2.88934,0.397
127000,5,4.42344,-26.5715,1.0666,0.37
128000,7,0.811957,-32.4325,8.15016,0.425
129000,6,0.698679,-49.6315,2.89243,0.3985
130000,11,3.45608,-48.4371,3.57006,0.397
131000,2,1.36354,-17.7314,3.52043,0.332111
132000,5,-6.27907,-50.6088,5.8956,0.43185
133000,4,-1.10736,-52.4364,2.54123,0.462
134000,3,-2.47538,-50.6166,2.0837,0.426
135000,3,-4.23287,-55.3729,2.07547,0.46
136000,4,-2.56463,-48.3716,2.29549,0.495
137000,3,-0.407443,-46.3535,1.09215,0.432
138000,7,-1.57598,-25.2722,5.15412,0.378
139000,6,3.25102,-22.7995,3.47195,0.322
140000,5,6.71511,-25.2599,2.32656,0.323
141000,5,4.44726,-22.406,3.70241,0.353
142000,9,4.90542,-15.8967,4.09857,0.325
143000,9,2.54195,-55.4006,4.17774,0.383308
144000,5,-2.33059,-53.5822,4.45303,0.432
145000,5,3.3432,-41.5477,3.15262,0.404375
146000,6,7.67302,-5.36386,1.96593,0.3045
147000,10,9.52738,-9.88985,4.56628,0.265
148000,6,4.21266,-10.4363,2.7952,0.302
149000,8,5.39371,-9.14476,3.32784,0.301
150000,8,-5.14483,-9.27307,8.89926,0.256
151000,8,4.95542,-8.77268,2.85311,0.282
152000,8,2.62448,-15.5584,3.48453,0.296
153000,3,2.68801,-34.2842,0.826366,0.38825
154000,3,-0.380444,-32.9284,2.79441,0.329
155000,6,4.47565,-44.064,2.96995,0.398
156000,10,-3.28592,-37.3548,2.5537,0.365
