generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,0.576794,-1.74658e+09,1,1
1000,2,-44.1221,-8559.61,1.05041,0.5
2000,10,-53.1976,-410.459,5.06192,0.537
3000,8,-103.916,-283.928,4.10984,0.526824
4000,5,-110.46,-202.014,3.37555,0.497
5000,6,-117.188,-151.898,4.59147,0.537
6000,13,-25.4904,-162.612,6.23179,0.509
7000,17,-29.9094,-155.813,9.16904,0.525
8000,12,-32.9732,-139.899,9.54954,0.505833
9000,18,-15.1422,-103.964,8.90477,0.518498
10000,12,-14.6164,-101.487,8.07606,0.53
11000,8,-17.2596,-103.781,4.4086,0.509
12000,14,-14.0575,-98.6553,6.23246,0.473
13000,10,-35.2197,-116.27,10.1219,0.508269
14000,9,-22.2726,-113.963,2.80654,0.487
15000,9,-13.4842,-100.623,5.71919,0.461333
16000,7,-24.7535,-130.556,2.39963,0.4575
17000,6,-32.4304,-108.64,2.89329,0.479333
18000,7,-24.2155,-108.781,4.15133,0.462
19000,8,-7.9243,-112.784,1.96971,0.473
20000,12,-9.50805,-108.895,6.12567,0.412
21000,11,-26.6593,-97.1487,6.79755,0.427
22000,11,-19.7985,-64.3176,6.2466,0.460267
23000,8,-14.8553,-48.7872,5.59714,0.401
24000,10,-4.53768,-47.0656,4.34934,0.351
25000,10,-1.02768,-53.4924,5.23584,0.332
26000,11,-5.59902,-48.0991,8.36692,0.337
27000,6,-23.0868,-105.498,4.22173,0.430833
28000,11,-23.5465,-98.6377,4.73691,0.419
29000,13,-26.9066,-96.8657,9.06627,0.41
30000,13,-23.1275,-90.1017,4.48727,0.455
31000,9,-19.1336,-91.347,2.5966,0.397
32000,9,-20.3828,-90.4806,5.48388,0.387
33000,8,-29.62,-91.7058,4.92874,0.432
34000,9,-26.6394,-96.0019,7.57181,0.442
35000,7,-5.16983,-50.6451,4.84978,0.364667
36000,9,-5.51718,-54.4833,6.42423,0.362
37000,10,2.29933,-68.6111,6.12657,0.398048
38000,12,-10.1664,-49.8683,10.0432,0.3525
39000,13,-4.2557,-48.224,5.56724,0.378
40000,13,1.48342,-50.5906,4.38651,0.384
41000,13,-2.66945,-50.1976,7.16009,0.376
42000,10,-8.64183,-46.2563,7.42513,0.37
43000,8,-20.9301,-102.503,3.91722,0.422333
44000,7,5.14044,-61.5538,3.15392,0.400571
45000,15,8.74137,-56.0217,5.72338,0.389
46000,11,-0.200817,-52.172,7.74545,0.404
47000,11,3.10901,-63.2454,7.89629,0.402
48000,7,5.28982,-66.1251,3.04637,0.41603
49000,9,-2.13986,-64.8924,5.46181,0.408
50000,13,4.19445,-36.9456,8.32929,0.317125
51000,14,3.46851,-41.5644,6.49853,0.311
52000,10,-8.25367,-38.2065,7.12003,0.3692
53000,8,-2.74189,-35.6196,4.21938,0.307
54000,7,-18.1854,-56.7872,5.78103,0.398091
55000,13,1.84581,-40.5819,3.63182,0.34675
56000,16,-1.67296,-43.0183,6.99025,0.34
57000,12,-10.0223,-40.2539,11.0021,0.338
58000,14,-2.84424,-40.423,8.58371,0.326
59000,11,-4.91804,-41.6397,8.873,0.321
60000,9,-5.32751,-34.0686,7.8331,0.311
61000,10,-5.35259,-35.1981,6.09297,0.321
62000,7,-8.77088,-35.6487,2.91385,0.311
63000,8,-4.76222,-28.7275,5.89666,0.312
64000,7,0.544507,-54.1574,2.46291,0.403933
65000,9,-3.52935,-30.775,4.27468,0.333167
66000,7,-16.5266,-63.4863,3.53049,0.39
67000,7,-8.18956,-35.1636,7.62435,0.332
68000,11,-12.1492,-34.1269,7.68431,0.2998
69000,7,-8.66728,-29.915,6.55633,0.311
70000,7,-5.93776,-32.026,5.28362,0.297
71000,9,-9.37323,-58.8678,6.77976,0.4076
72000,8,-13.4029,-54.5572,6.88792,0.387
73000,4,0.469137,-52.1049,2.42416,0.441
74000,4,0.672853,-48.6351,0.905515,0.391
75000,5,2.85151,-47.6098,2.88191,0.426
76000,3,-3.51524,-46.0095,1.8939,0.439
77000,5,-2.24043,-49.2832,3.77924,0.425
78000,4,-0.392107,-47.2612,2.57733,0.414
79000,2,-3.797,-49.7391,0.960335,0.391
80000,3,-1.59803,-45.5803,1.33811,0.422
81000,4,-2.38492,-50.3916,2.45916,0.455
82000,8,-1.96171,-26.548,3.2793,0.3646
83000,10,-11.3417,-28.8609,4.52269,0.301462
84000,11,-3.96218,-26.2902,2.7212,0.331294
85000,7,-0.336156,-27.839,3.37985,0.283
86000,7,-1.26728,-27.2153,5.18875,0.354
87000,7,1.75337,-30.8655,3.38485,0.316
88000,9,-6.49661,-30.4709,7.61001,0.31
89000,6,-9.32496,-32.3201,6.49199,0.339833
90000,6,-9.55191,-18.556,3.20713,0.2815
91000,6,-6.1273,-33.028,3.87327,0.3425
92000,6,-2.82435,-33.7678,2.79582,0.34
93000,7,-1.85331,-33.5921,3.30803,0.336
94000,4,-2.10157,-25.7306,2.12658,0.350083
95000,3,1.60468,-27.1294,1.98222,0.345
