generation,leftchild,rightchild,abstime,betainit,betashift
0,Ustilaginomycetes,Neocallimastigomycetes,0,0.5,0
1000,Ustilaginomycetes,Neocallimastigomycetes,0,1.41859,0.069218
1000,Pucciniomycetes,Microbotryomycetes,495.877,0.358754,-0.0727652
1000,Neocallimastigomycetes,Chytridiomycetes,88.4162,0.010091,0.00828689
2000,Ustilaginomycetes,Neocallimastigomycetes,0,0.595739,0.069218
2000,Ustilaginomycetes,Malasseziomycetes,586.041,0.606793,-0.103735
2000,Ustilaginomycetes,Malasseziomycetes,679.838,0.748873,-0.0624644
2000,Tremellomycetes,Agaricomycetes,572.486,0.350932,-0.0360043
2000,Pucciniomycetes,Microbotryomycetes,499.676,0.231166,-0.0727652
2000,Ustilaginomycetes,Pucciniomycetes,308.984,2.17442,0.0245492
2000,Ustilaginomycetes,Pucciniomycetes,453.596,0.299379,0.0685809
2000,Dothideomycetes,NA,946.049,1.34714,-0.0481256
2000,Ustilaginomycetes,Malasseziomycetes,598.821,2.34992,-0.101593
2000,Pneumocystidomycetes,NA,547.508,0.103183,-0.0903031
2000,Saccharomycetes,NA,564.372,0.472379,-0.0221133
2000,Dothideomycetes,NA,579.813,0.553004,-0.0497111
2000,Eurotiomycetes,NA,692.727,0.52393,0.0655239
2000,Chytridiomycetes,NA,322.867,0.589686,-0.15696
3000,Ustilaginomycetes,Neocallimastigomycetes,0,0.799472,0.069218
3000,Ustilaginomycetes,Malasseziomycetes,598.821,2.59264,-0.101593
3000,Ustilaginomycetes,Wallemiomycetes,517.19,0.408617,-0.0360043
3000,Pucciniomycetes,Microbotryomycetes,491.232,0.186696,-0.0727652
3000,Schizosaccharomycetes,NA,828.849,0.458418,-0.000697905
3000,Saccharomycetes,NA,549.64,0.632335,-0.0221133
3000,Leotiomycetes,NA,670.209,0.412659,0.0655239
3000,Neocallimastigomycetes,Chytridiomycetes,294.23,1.23211,-0.15696
4000,Ustilaginomycetes,Neocallimastigomycetes,0,0.104088,0.132304
4000,Ustilaginomycetes,Malasseziomycetes,656.692,0.303261,-0.0624644
4000,Tremellomycetes,Agaricomycetes,539.121,0.0986871,-0.0360043
4000,Pucciniomycetes,Microbotryomycetes,545.558,1.22426,-0.125584
4000,Ustilaginomycetes,Pucciniomycetes,413.271,0.22276,0.0685809
4000,Dothideomycetes,Sordariomycetes,539.166,0.273629,-0.0380539
4000,Dothideomycetes,Sordariomycetes,550.318,0.939625,-0.171275
4000,Neocallimastigomycetes,Chytridiomycetes,282.8,0.842777,-0.15696
5000,Ustilaginomycetes,Neocallimastigomycetes,0,0.0959925,0.069218
5000,Ustilaginomycetes,Malasseziomycetes,579.852,1.33982,-0.101593
5000,Pucciniomycetes,Microbotryomycetes,472.736,0.0677796,-0.0727652
5000,Ustilaginomycetes,Pucciniomycetes,462.657,0.155677,-0.0360043
5000,Saccharomycetes,NA,617.858,0.504468,0.000640977
5000,Leotiomycetes,NA,766.464,0.88631,-0.0823955
5000,Neocallimastigomycetes,Chytridiomycetes,257.686,0.460186,-0.0411028
6000,Ustilaginomycetes,Neocallimastigomycetes,0,0.0966143,0.067744
6000,Ustilaginomycetes,Wallemiomycetes,482.315,0.112336,-0.0360043
6000,Ustilaginomycetes,Pucciniomycetes,437.807,0.00586222,-0.0506434
6000,Neocallimastigomycetes,Chytridiomycetes,253.402,0.156276,-0.0411028
7000,Ustilaginomycetes,Neocallimastigomycetes,0,0.127291,0.069218
7000,Pucciniomycetes,Microbotryomycetes,487.805,0.131844,-0.0727652
7000,Ustilaginomycetes,Pucciniomycetes,463.924,0.134663,-0.0360043
7000,Neocallimastigomycetes,Chytridiomycetes,236.264,0.186248,-0.0561239
8000,Ustilaginomycetes,Neocallimastigomycetes,0,0.0131521,0.0120886
8000,Ustilaginomycetes,Wallemiomycetes,487.917,0.18701,-0.051297
8000,Ustilaginomycetes,Pucciniomycetes,435.351,0.00111833,-0.0506434
8000,Neocallimastigomycetes,Chytridiomycetes,237.705,0.542021,-0.108227
9000,Ustilaginomycetes,Neocallimastigomycetes,0,0.023557,0.0135626
9000,Pucciniomycetes,Microbotryomycetes,478.338,0.275365,-0.0727652
9000,Ustilaginomycetes,Pucciniomycetes,452.788,0.145852,-0.0360043
9000,Neocallimastigomycetes,Chytridiomycetes,169.839,0.226957,-0.0561239
10000,Ustilaginomycetes,Neocallimastigomycetes,0,0.00731759,0.0640714
10000,Pucciniomycetes,Microbotryomycetes,476.319,0.197652,-0.0727652
10000,Ustilaginomycetes,Wallemiomycetes,477.907,0.117977,-0.0360043
10000,Leotiomycetes,NA,664.171,0.116126,-0.0204796
10000,Neocallimastigomycetes,Chytridiomycetes,143.666,0.262125,-0.0561239
11000,Ustilaginomycetes,Neocallimastigomycetes,0,0.00123006,0.0625974
11000,Ustilaginomycetes,Wallemiomycetes,474.847,0.0901878,-0.051297
11000,Ustilaginomycetes,Pucciniomycetes,412.591,0.010346,-0.0506434
11000,Neocallimastigomycetes,Chytridiomycetes,166.589,0.105669,-0.0703941
12000,Ustilaginomycetes,Neocallimastigomycetes,0,0.00211905,0.0129129
12000,Ustilaginomycetes,Wallemiomycetes,483.774,0.103113,-0.051297
12000,Ustilaginomycetes,Pucciniomycetes,393.445,0.00658626,-0.0506434
12000,Saccharomycetes,NA,968.199,0.834226,0.00176965
12000,Neocallimastigomycetes,Chytridiomycetes,196.485,0.192776,-0.0703941
13000,Ustilaginomycetes,Neocallimastigomycetes,0,0.000806498,0.0524934
